dataset,sequence,method,kappa_bin,n,rmse_vs_ref
KITTI raw,2011_10_03_drive_0034_sync,central,1e-01-1e+00,77,0.11101235836330584
KITTI raw,2011_10_03_drive_0034_sync,family_a_W5,0e+00-1e-03,1040,0.09506907554116993
KITTI raw,2011_10_03_drive_0034_sync,family_a_W5,1e-03-5e-03,1776,0.08306332848718358
KITTI raw,2011_10_03_drive_0034_sync,family_a_W5,5e-03-2e-02,1051,0.09613486172350975
KITTI raw,2011_10_03_drive_0034_sync,family_a_W5,2e-02-1e-01,719,0.12111230744985692
KITTI raw,2011_10_03_drive_0034_sync,family_a_W5,1e-01-1e+00,77,0.10999492753362758
KITTI-360,2013_05_28_drive_0000_extract,central,0e+00-1e-03,2293,0.04897875961377354
KITTI-360,2013_05_28_drive_0000_extract,central,1e-03-5e-03,4056,0.055267694947316516
KITTI-360,2013_05_28_drive_0000_extract,central,5e-03-2e-02,2303,0.12531217469620765
KITTI-360,2013_05_28_drive_0000_extract,central,2e-02-1e-01,1868,0.20164325101352573
KITTI-360,2013_05_28_drive_0000_extract,central,1e-01-1e+00,1520,0.5798989949312086
KITTI-360,2013_05_28_drive_0000_extract,family_a_W5,0e+00-1e-03,2293,0.04887522203338451
KITTI-360,2013_05_28_drive_0000_extract,family_a_W5,1e-03-5e-03,4056,0.05463500915706525
KITTI-360,2013_05_28_drive_0000_extract,family_a_W5,5e-03-2e-02,2303,0.1249756994294234
KITTI-360,2013_05_28_drive_0000_extract,family_a_W5,2e-02-1e-01,1868,0.20165838017079984
KITTI-360,2013_05_28_drive_0000_extract,family_a_W5,1e-01-1e+00,1520,0.5798410976841671
KITTI-360,2013_05_28_drive_0002_extract,central,0e+00-1e-03,3011,0.7799932388897723
KITTI-360,2013_05_28_drive_0002_extract,central,1e-03-5e-03,5450,0.6776433575791833
KITTI-360,2013_05_28_drive_0002_extract,central,5e-03-2e-02,4828,0.8228557692468838
KITTI-360,2013_05_28_drive_0002_extract,central,2e-02-1e-01,4267,0.5050987670689358
KITTI-360,2013_05_28_drive_0002_extract,central,1e-01-1e+00,2577,0.8445325003669395
KITTI-360,2013_05_28_drive_0002_extract,family_a_W5,0e+00-1e-03,3011,0.779509909431535
KITTI-360,2013_05_28_drive_0002_extract,family_a_W5,1e-03-5e-03,5450,0.6825786233683921
KITTI-360,2013_05_28_drive_0002_extract,family_a_W5,5e-03-2e-02,4828,0.814589008176604
KITTI-360,2013_05_28_drive_0002_extract,family_a_W5,2e-02-1e-01,4267,0.5057588341917462
KITTI-360,2013_05_28_drive_0002_extract,family_a_W5,1e-01-1e+00,2577,0.8432429698387091
KITTI-360,2013_05_28_drive_0003_extract,central,0e+00-1e-03,331,0.030859660928361038
KITTI-360,2013_05_28_drive_0003_extract,central,1e-03-5e-03,413,0.048096913710684745
KITTI-360,2013_05_28_drive_0003_extract,central,5e-03-2e-02,161,0.07624265043806373
KITTI-360,2013_05_28_drive_0003_extract,central,2e-02-1e-01,154,0.07335090400432587
KITTI-360,2013_05_28_drive_0003_extract,central,1e-01-1e+00,25,0.08953819356581395
KITTI-360,2013_05_28_drive_0003_extract,family_a_W5,0e+00-1e-03,331,0.030266890833575106
KITTI-360,2013_05_28_drive_0003_extract,family_a_W5,1e-03-5e-03,413,0.04628045923982208
KITTI-360,2013_05_28_drive_0003_extract,family_a_W5,5e-03-2e-02,161,0.07649088632950682
KITTI-360,2013_05_28_drive_0003_extract,family_a_W5,2e-02-1e-01,154,0.07353213429470155
KITTI-360,2013_05_28_drive_0003_extract,family_a_W5,1e-01-1e+00,25,0.08908211897644638
KITTI-360,2013_05_28_drive_0004_extract,central,0e+00-1e-03,2667,0.5560846434832448
KITTI-360,2013_05_28_drive_0004_extract,central,1e-03-5e-03,3818,0.4817446482331324
KITTI-360,2013_05_28_drive_0004_extract,central,5e-03-2e-02,2752,0.5981852337529321
KITTI-360,2013_05_28_drive_0004_extract,central,2e-02-1e-01,1813,0.6470853187013681
KITTI-360,2013_05_28_drive_0004_extract,central,1e-01-1e+00,1066,0.8192290939432431
KITTI-360,2013_05_28_drive_0004_extract,family_a_W5,0e+00-1e-03,2667,0.5560544851348436
KITTI-360,2013_05_28_drive_0004_extract,family_a_W5,1e-03-5e-03,3818,0.48177456695115334
KITTI-360,2013_05_28_drive_0004_extract,family_a_W5,5e-03-2e-02,2752,0.5981110597302444
KITTI-360,2013_05_28_drive_0004_extract,family_a_W5,2e-02-1e-01,1813,0.6471437445105112
KITTI-360,2013_05_28_drive_0004_extract,family_a_W5,1e-01-1e+00,1066,0.8192407444454184
KITTI-360,2013_05_28_drive_0005_extract,central,0e+00-1e-03,850,0.05957182747427565
KITTI-360,2013_05_28_drive_0005_extract,central,1e-03-5e-03,2095,0.06304400174933404
KITTI-360,2013_05_28_drive_0005_extract,central,5e-03-2e-02,1698,0.07188684932117083
KITTI-360,2013_05_28_drive_0005_extract,central,2e-02-1e-01,1464,0.3317902870675272
KITTI-360,2013_05_28_drive_0005_extract,central,1e-01-1e+00,948,0.43095779705736187
KITTI-360,2013_05_28_drive_0005_extract,family_a_W5,0e+00-1e-03,850,0.058656944578294734
KITTI-360,2013_05_28_drive_0005_extract,family_a_W5,1e-03-5e-03,2095,0.06286429708485965
KITTI-360,2013_05_28_drive_0005_extract,family_a_W5,5e-03-2e-02,1698,0.0716441172217299
KITTI-360,2013_05_28_drive_0005_extract,family_a_W5,2e-02-1e-01,1464,0.33178600338671105
KITTI-360,2013_05_28_drive_0005_extract,family_a_W5,1e-01-1e+00,948,0.43075177168528567
KITTI-360,2013_05_28_drive_0006_extract,central,0e+00-1e-03,1479,0.06592348079139367
KITTI-360,2013_05_28_drive_0006_extract,central,1e-03-5e-03,3271,0.08421592820806424
KITTI-360,2013_05_28_drive_0006_extract,central,5e-03-2e-02,2643,0.09624740394356758
KITTI-360,2013_05_28_drive_0006_extract,central,2e-02-1e-01,1481,0.22951635039462734
KITTI-360,2013_05_28_drive_0006_extract,central,1e-01-1e+00,1269,0.9460890599414506
KITTI-360,2013_05_28_drive_0006_extract,family_a_W5,0e+00-1e-03,1479,0.06483829352209128
KITTI-360,2013_05_28_drive_0006_extract,family_a_W5,1e-03-5e-03,3271,0.08359905547316285
KITTI-360,2013_05_28_drive_0006_extract,family_a_W5,5e-03-2e-02,2643,0.09579737294045314
KITTI-360,2013_05_28_drive_0006_extract,family_a_W5,2e-02-1e-01,1481,0.2294258867549458
KITTI-360,2013_05_28_drive_0006_extract,family_a_W5,1e-01-1e+00,1269,0.9458073303029972
KITTI-360,2013_05_28_drive_0007_extract,central,0e+00-1e-03,1703,0.05133372835549392
KITTI-360,2013_05_28_drive_0007_extract,central,1e-03-5e-03,926,0.06391737304695119
KITTI-360,2013_05_28_drive_0007_extract,central,5e-03-2e-02,264,0.11445068060228702
KITTI-360,2013_05_28_drive_0007_extract,central,2e-02-1e-01,385,0.14716582513290147
KITTI-360,2013_05_28_drive_0007_extract,central,1e-01-1e+00,275,0.079730439095388
KITTI-360,2013_05_28_drive_0007_extract,family_a_W5,0e+00-1e-03,1703,0.050979541547302054
KITTI-360,2013_05_28_drive_0007_extract,family_a_W5,1e-03-5e-03,926,0.06371686576625811
KITTI-360,2013_05_28_drive_0007_extract,family_a_W5,5e-03-2e-02,264,0.11216115287175805
KITTI-360,2013_05_28_drive_0007_extract,family_a_W5,2e-02-1e-01,385,0.14666283834507157
KITTI-360,2013_05_28_drive_0007_extract,family_a_W5,1e-01-1e+00,275,0.0797178155225811
KITTI-360,2013_05_28_drive_0008_extract,central,0e+00-1e-03,1627,0.057776384508969256
KITTI-360,2013_05_28_drive_0008_extract,central,1e-03-5e-03,2955,0.07600821720124423
KITTI-360,2013_05_28_drive_0008_extract,central,5e-03-2e-02,2252,0.110339524140756
KITTI-360,2013_05_28_drive_0008_extract,central,2e-02-1e-01,1276,0.1699241906197614
KITTI-360,2013_05_28_drive_0008_extract,central,1e-01-1e+00,1127,0.16632022769378876
KITTI-360,2013_05_28_drive_0008_extract,family_a_W5,0e+00-1e-03,1627,0.05754403142948522
KITTI-360,2013_05_28_drive_0008_extract,family_a_W5,1e-03-5e-03,2955,0.07610196894193241
KITTI-360,2013_05_28_drive_0008_extract,family_a_W5,5e-03-2e-02,2252,0.10547399965905407
KITTI-360,2013_05_28_drive_0008_extract,family_a_W5,2e-02-1e-01,1276,0.17046742291514191
KITTI-360,2013_05_28_drive_0008_extract,family_a_W5,1e-01-1e+00,1127,0.16692101521407454
KITTI-360,2013_05_28_drive_0009_extract,central,0e+00-1e-03,2662,0.13057515716670695
KITTI-360,2013_05_28_drive_0009_extract,central,1e-03-5e-03,5137,0.11067822119276867
KITTI-360,2013_05_28_drive_0009_extract,central,5e-03-2e-02,2884,0.2502918001028627
KITTI-360,2013_05_28_drive_0009_extract,central,2e-02-1e-01,2582,0.2610720505733353
KITTI-360,2013_05_28_drive_0009_extract,central,1e-01-1e+00,1400,0.12018940846440437
KITTI-360,2013_05_28_drive_0009_extract,family_a_W5,0e+00-1e-03,2662,0.12948385613842353
KITTI-360,2013_05_28_drive_0009_extract,family_a_W5,1e-03-5e-03,5137,0.11002862377763734
KITTI-360,2013_05_28_drive_0009_extract,family_a_W5,5e-03-2e-02,2884,0.2500631548189708
KITTI-360,2013_05_28_drive_0009_extract,family_a_W5,2e-02-1e-01,2582,0.2608001788836487
KITTI-360,2013_05_28_drive_0009_extract,family_a_W5,1e-01-1e+00,1400,0.11899742397860255
KITTI-360,2013_05_28_drive_0010_extract,central,0e+00-1e-03,1143,0.08664126036407695
KITTI-360,2013_05_28_drive_0010_extract,central,1e-03-5e-03,1100,0.139138004758756
KITTI-360,2013_05_28_drive_0010_extract,central,5e-03-2e-02,612,0.18990689932912666
KITTI-360,2013_05_28_drive_0010_extract,central,2e-02-1e-01,316,0.3300467758111658
KITTI-360,2013_05_28_drive_0010_extract,central,1e-01-1e+00,832,0.4081659512458304
KITTI-360,2013_05_28_drive_0010_extract,family_a_W5,0e+00-1e-03,1143,0.08629568098273052
KITTI-360,2013_05_28_drive_0010_extract,family_a_W5,1e-03-5e-03,1100,0.13432476336980348
KITTI-360,2013_05_28_drive_0010_extract,family_a_W5,5e-03-2e-02,612,0.18734953187495276
KITTI-360,2013_05_28_drive_0010_extract,family_a_W5,2e-02-1e-01,316,0.32822361077244117
KITTI-360,2013_05_28_drive_0010_extract,family_a_W5,1e-01-1e+00,832,0.40728651158868673
Boreas,boreas-2020-11-26-13-58,central,0e+00-1e-03,4391,0.008695589145939367
Boreas,boreas-2020-11-26-13-58,central,1e-03-5e-03,2935,0.012238743006021163
Boreas,boreas-2020-11-26-13-58,central,5e-03-2e-02,2103,0.01293597154623787
Boreas,boreas-2020-11-26-13-58,central,2e-02-1e-01,1087,0.010431445923831146
Boreas,boreas-2020-11-26-13-58,central,1e-01-1e+00,239,0.009700595158218892
Boreas,boreas-2020-11-26-13-58,family_a_W5,0e+00-1e-03,4391,0.017818761567087345
Boreas,boreas-2020-11-26-13-58,family_a_W5,1e-03-5e-03,2935,0.026048291859306023
Boreas,boreas-2020-11-26-13-58,family_a_W5,5e-03-2e-02,2103,0.028395269035696766
Boreas,boreas-2020-11-26-13-58,family_a_W5,2e-02-1e-01,1087,0.02201305581092226
Boreas,boreas-2020-11-26-13-58,family_a_W5,1e-01-1e+00,239,0.013325594709773127
Boreas,boreas-2021-06-17-17-52,central,0e+00-1e-03,6064,0.008096196997660541
Boreas,boreas-2021-06-17-17-52,central,1e-03-5e-03,3081,0.013915890636636518
Boreas,boreas-2021-06-17-17-52,central,5e-03-2e-02,2004,0.014893027166941823
Boreas,boreas-2021-06-17-17-52,central,2e-02-1e-01,1106,0.011818254944028094
Boreas,boreas-2021-06-17-17-52,central,1e-01-1e+00,494,0.009151868773830467
Boreas,boreas-2021-06-17-17-52,family_a_W5,0e+00-1e-03,6064,0.01587302866263003
Boreas,boreas-2021-06-17-17-52,family_a_W5,1e-03-5e-03,3081,0.029065012574297704
Boreas,boreas-2021-06-17-17-52,family_a_W5,5e-03-2e-02,2004,0.0291120755076798
Boreas,boreas-2021-06-17-17-52,family_a_W5,2e-02-1e-01,1106,0.024553030648550207
Boreas,boreas-2021-06-17-17-52,family_a_W5,1e-01-1e+00,494,0.015360224601196893
Boreas,boreas-2021-09-02-11-42,central,0e+00-1e-03,4065,0.009687897330681032
Boreas,boreas-2021-09-02-11-42,central,1e-03-5e-03,2823,0.014196271561663889
Boreas,boreas-2021-09-02-11-42,central,5e-03-2e-02,2267,0.013030589851373946
Boreas,boreas-2021-09-02-11-42,central,2e-02-1e-01,1168,0.010383347575193842
Boreas,boreas-2021-09-02-11-42,central,1e-01-1e+00,413,0.00839950616344354
Boreas,boreas-2021-09-02-11-42,family_a_W5,0e+00-1e-03,4065,0.018521963687038727
Boreas,boreas-2021-09-02-11-42,family_a_W5,1e-03-5e-03,2823,0.028954631093500095
Boreas,boreas-2021-09-02-11-42,family_a_W5,5e-03-2e-02,2267,0.028004275603667955
Boreas,boreas-2021-09-02-11-42,family_a_W5,2e-02-1e-01,1168,0.021786517437740648
Boreas,boreas-2021-09-02-11-42,family_a_W5,1e-01-1e+00,413,0.015061972395770116
Pit30M,00682fa6_00,central,0e+00-1e-03,7745,0.002699836062655087
Pit30M,00682fa6_00,central,1e-03-5e-03,5047,0.0024080351632256645
Pit30M,00682fa6_00,central,5e-03-2e-02,3062,0.0013343845021506963
Pit30M,00682fa6_00,central,2e-02-1e-01,2603,0.0035904425808194283
Pit30M,00682fa6_00,central,1e-01-1e+00,5314,0.0022129755730599804
Pit30M,00682fa6_00,family_a_W5,0e+00-1e-03,7745,0.0027017720409887843
Pit30M,00682fa6_00,family_a_W5,1e-03-5e-03,5047,0.0024093631458555033
Pit30M,00682fa6_00,family_a_W5,5e-03-2e-02,3062,0.0013337590878515528
Pit30M,00682fa6_00,family_a_W5,2e-02-1e-01,2603,0.00358857123966411
Pit30M,00682fa6_00,family_a_W5,1e-01-1e+00,5314,0.002211889582705181
Pit30M,00682fa6_01,central,0e+00-1e-03,4589,0.002133092684689058
Pit30M,00682fa6_01,central,1e-03-5e-03,5868,0.0032712365804584633
Pit30M,00682fa6_01,central,5e-03-2e-02,1893,0.005695476778573452
Pit30M,00682fa6_01,central,2e-02-1e-01,1513,0.0016253489175865183
Pit30M,00682fa6_01,central,1e-01-1e+00,2825,0.0006064651779395088
Pit30M,00682fa6_01,family_a_W5,0e+00-1e-03,4589,0.00213261685770795
Pit30M,00682fa6_01,family_a_W5,1e-03-5e-03,5868,0.003268908070696851
Pit30M,00682fa6_01,family_a_W5,5e-03-2e-02,1893,0.005690824797222492
Pit30M,00682fa6_01,family_a_W5,2e-02-1e-01,1513,0.001622186281827945
Pit30M,00682fa6_01,family_a_W5,1e-01-1e+00,2825,0.0006076493790567483
Pit30M,00682fa6_02,central,0e+00-1e-03,8603,0.009786104539844947
Pit30M,00682fa6_02,central,1e-03-5e-03,13656,0.011045693691435796
Pit30M,00682fa6_02,central,5e-03-2e-02,7928,0.007609144672176266
Pit30M,00682fa6_02,central,2e-02-1e-01,6164,0.0035373661126963532
Pit30M,00682fa6_02,central,1e-01-1e+00,12497,0.00037139969522241134
Pit30M,00682fa6_02,family_a_W5,0e+00-1e-03,8603,0.009784459387995326
Pit30M,00682fa6_02,family_a_W5,1e-03-5e-03,13656,0.011043603481691899
Pit30M,00682fa6_02,family_a_W5,5e-03-2e-02,7928,0.007608239269439852
Pit30M,00682fa6_02,family_a_W5,2e-02-1e-01,6164,0.003538431171293152
Pit30M,00682fa6_02,family_a_W5,1e-01-1e+00,12497,0.0003721815159846229
Pit30M,00682fa6_03,central,5e-03-2e-02,77,4.319423665698211e-05
Pit30M,00682fa6_03,central,2e-02-1e-01,479,3.964539460741129e-05
Pit30M,00682fa6_03,central,1e-01-1e+00,32608,1.3509388616192351e-05
Pit30M,00682fa6_03,family_a_W5,5e-03-2e-02,77,5.438424394996674e-05
Pit30M,00682fa6_03,family_a_W5,2e-02-1e-01,479,4.606305381631586e-05
Pit30M,00682fa6_03,family_a_W5,1e-01-1e+00,32608,2.0814123060700123e-05
Pit30M,00a05077_00,central,0e+00-1e-03,1669,0.002505848870150576
Pit30M,00a05077_00,central,1e-03-5e-03,3326,0.0018861820467365067
Pit30M,00a05077_00,central,5e-03-2e-02,2497,0.0010076794031213415
Pit30M,00a05077_00,central,2e-02-1e-01,1710,0.0003323893154379007
Pit30M,00a05077_00,central,1e-01-1e+00,4962,2.3980396122501253e-05
Pit30M,00a05077_00,family_a_W5,0e+00-1e-03,1669,0.0025104190178922383
Pit30M,00a05077_00,family_a_W5,1e-03-5e-03,3326,0.001887695066554265
Pit30M,00a05077_00,family_a_W5,5e-03-2e-02,2497,0.001014367182202307
Pit30M,00a05077_00,family_a_W5,2e-02-1e-01,1710,0.00033882867283283475
Pit30M,00a05077_00,family_a_W5,1e-01-1e+00,4962,3.536073512174617e-05
Pit30M,00a05077_01,central,0e+00-1e-03,10230,0.01949948410081251
Pit30M,00a05077_01,central,1e-03-5e-03,18200,0.02212962332146631
Pit30M,00a05077_01,central,5e-03-2e-02,13686,0.02157049098753839
Pit30M,00a05077_01,central,2e-02-1e-01,8025,0.013599833145758614
Pit30M,00a05077_01,central,1e-01-1e+00,45877,0.0005542788379485642
Pit30M,00a05077_01,family_a_W5,0e+00-1e-03,10230,0.019498655990715357
Pit30M,00a05077_01,family_a_W5,1e-03-5e-03,18200,0.022127235155279215
Pit30M,00a05077_01,family_a_W5,5e-03-2e-02,13686,0.02156596414466764
Pit30M,00a05077_01,family_a_W5,2e-02-1e-01,8025,0.013601651373606534
Pit30M,00a05077_01,family_a_W5,1e-01-1e+00,45877,0.0005546314925351372
Pit30M,00a05077_02,central,0e+00-1e-03,1139,0.001500364020602532
Pit30M,00a05077_02,central,1e-03-5e-03,1319,0.0013831263006953483
Pit30M,00a05077_02,central,5e-03-2e-02,98,0.00043437896224644227
Pit30M,00a05077_02,family_a_W5,0e+00-1e-03,1139,0.0014990860667646708
Pit30M,00a05077_02,family_a_W5,1e-03-5e-03,1319,0.0013665632989236212
Pit30M,00a05077_02,family_a_W5,5e-03-2e-02,98,0.0004867598371187359
Pit30M,00a05077_03,central,0e+00-1e-03,12876,0.01523917058984254
Pit30M,00a05077_03,central,1e-03-5e-03,23366,0.014802627292847516
Pit30M,00a05077_03,central,5e-03-2e-02,20064,0.011616955539751768
Pit30M,00a05077_03,central,2e-02-1e-01,20262,0.012775068249653198
Pit30M,00a05077_03,central,1e-01-1e+00,138939,0.0004333527341396997
Pit30M,00a05077_03,family_a_W5,0e+00-1e-03,12876,0.015237060952363308
Pit30M,00a05077_03,family_a_W5,1e-03-5e-03,23366,0.014802786604181035
Pit30M,00a05077_03,family_a_W5,5e-03-2e-02,20064,0.011618891651074305
Pit30M,00a05077_03,family_a_W5,2e-02-1e-01,20262,0.012774197140951528
Pit30M,00a05077_03,family_a_W5,1e-01-1e+00,138939,0.0004343031815260252
Pit30M,00a05077_04,central,0e+00-1e-03,2259,0.03818956401384458
Pit30M,00a05077_04,central,1e-03-5e-03,4572,0.0359518743620828
Pit30M,00a05077_04,central,5e-03-2e-02,3813,0.026264528594863133
Pit30M,00a05077_04,central,2e-02-1e-01,2250,0.014040435943735703
Pit30M,00a05077_04,central,1e-01-1e+00,2141,0.0014420435529904731
Pit30M,00a05077_04,family_a_W5,0e+00-1e-03,2259,0.03819003001291039
Pit30M,00a05077_04,family_a_W5,1e-03-5e-03,4572,0.03595367195897651
Pit30M,00a05077_04,family_a_W5,5e-03-2e-02,3813,0.02626025868061566
Pit30M,00a05077_04,family_a_W5,2e-02-1e-01,2250,0.014044440941151377
Pit30M,00a05077_04,family_a_W5,1e-01-1e+00,2141,0.0020252098974593937
Pit30M,0106abc2_00,central,0e+00-1e-03,41742,0.022014772738954098
Pit30M,0106abc2_00,central,1e-03-5e-03,38343,0.016282736010040773
Pit30M,0106abc2_00,central,5e-03-2e-02,9482,0.0045068152447495
Pit30M,0106abc2_00,central,2e-02-1e-01,5018,0.0035839454229177965
Pit30M,0106abc2_00,central,1e-01-1e+00,17973,0.00031838428796513964
Pit30M,0106abc2_00,family_a_W5,0e+00-1e-03,41742,0.022014684837071974
Pit30M,0106abc2_00,family_a_W5,1e-03-5e-03,38343,0.016282811580372005
Pit30M,0106abc2_00,family_a_W5,5e-03-2e-02,9482,0.004506053235228519
Pit30M,0106abc2_00,family_a_W5,2e-02-1e-01,5018,0.00358065333741324
Pit30M,0106abc2_00,family_a_W5,1e-01-1e+00,17973,0.000316241551213543
Pit30M,0106abc2_01,central,0e+00-1e-03,2242,0.0019452216182978088
Pit30M,0106abc2_01,central,1e-03-5e-03,3098,0.0021515129049128182
Pit30M,0106abc2_01,central,5e-03-2e-02,754,0.0026359852535599577
Pit30M,0106abc2_01,central,2e-02-1e-01,336,0.001927745797059479
Pit30M,0106abc2_01,central,1e-01-1e+00,166,0.0002667941479296092
Pit30M,0106abc2_01,family_a_W5,0e+00-1e-03,2242,0.0019404872766220587
Pit30M,0106abc2_01,family_a_W5,1e-03-5e-03,3098,0.00214926143728876
Pit30M,0106abc2_01,family_a_W5,5e-03-2e-02,754,0.0026234852747282007
Pit30M,0106abc2_01,family_a_W5,2e-02-1e-01,336,0.001932309858612599
Pit30M,0106abc2_01,family_a_W5,1e-01-1e+00,166,0.00027282557868055246
Pit30M,017be362_00,central,0e+00-1e-03,1429,0.005217792987888705
Pit30M,017be362_00,central,1e-03-5e-03,2953,0.004115330385167291
Pit30M,017be362_00,central,5e-03-2e-02,2907,0.0021802079362079297
Pit30M,017be362_00,central,2e-02-1e-01,3232,0.0016624555912243299
Pit30M,017be362_00,central,1e-01-1e+00,23240,0.000340515577782721
Pit30M,017be362_00,family_a_W5,0e+00-1e-03,1429,0.005213811765647841
Pit30M,017be362_00,family_a_W5,1e-03-5e-03,2953,0.00410926536998989
Pit30M,017be362_00,family_a_W5,5e-03-2e-02,2907,0.0021763594869454706
Pit30M,017be362_00,family_a_W5,2e-02-1e-01,3232,0.0016594524692697175
Pit30M,017be362_00,family_a_W5,1e-01-1e+00,23240,0.0003396279342062229
Pit30M,017be362_01,central,0e+00-1e-03,170,0.001367547489572188
Pit30M,017be362_01,central,1e-03-5e-03,508,0.0013851454358587507
Pit30M,017be362_01,central,5e-03-2e-02,485,0.0011850216751054063
Pit30M,017be362_01,central,2e-02-1e-01,315,0.0005945275523017927
Pit30M,017be362_01,central,1e-01-1e+00,237,0.0014885185637050385
Pit30M,017be362_01,family_a_W5,0e+00-1e-03,170,0.0013665034652145644
Pit30M,017be362_01,family_a_W5,1e-03-5e-03,508,0.0013791352392160667
Pit30M,017be362_01,family_a_W5,5e-03-2e-02,485,0.001189270821017939
Pit30M,017be362_01,family_a_W5,2e-02-1e-01,315,0.0005891932320611729
Pit30M,017be362_01,family_a_W5,1e-01-1e+00,237,0.0014838682960737878
Pit30M,017be362_02,central,0e+00-1e-03,3001,0.0028745279031580583
Pit30M,017be362_02,central,1e-03-5e-03,4799,0.002874642383816863
Pit30M,017be362_02,central,5e-03-2e-02,2667,0.0018663598421684389
Pit30M,017be362_02,central,2e-02-1e-01,2287,0.0009024359527748666
Pit30M,017be362_02,central,1e-01-1e+00,10751,0.00021117678612574307
Pit30M,017be362_02,family_a_W5,0e+00-1e-03,3001,0.0028726353042107695
Pit30M,017be362_02,family_a_W5,1e-03-5e-03,4799,0.0028732197763501367
Pit30M,017be362_02,family_a_W5,5e-03-2e-02,2667,0.001879257144826824
Pit30M,017be362_02,family_a_W5,2e-02-1e-01,2287,0.0009161343741054584
Pit30M,017be362_02,family_a_W5,1e-01-1e+00,10751,0.00021333399190166227
Pit30M,017be362_03,central,0e+00-1e-03,888,0.002496875965538031
Pit30M,017be362_03,central,1e-03-5e-03,1892,0.0027584633061867353
Pit30M,017be362_03,central,5e-03-2e-02,704,0.0019383099609469804
Pit30M,017be362_03,central,2e-02-1e-01,453,0.0010945491005521508
Pit30M,017be362_03,central,1e-01-1e+00,283,0.0006092864971522709
Pit30M,017be362_03,family_a_W5,0e+00-1e-03,888,0.0024964811484566385
Pit30M,017be362_03,family_a_W5,1e-03-5e-03,1892,0.002754089779352653
Pit30M,017be362_03,family_a_W5,5e-03-2e-02,704,0.001941342827170085
Pit30M,017be362_03,family_a_W5,2e-02-1e-01,453,0.0010988615621394821
Pit30M,017be362_03,family_a_W5,1e-01-1e+00,283,0.000616237576540723
Pit30M,017be362_04,central,0e+00-1e-03,3738,0.0022176526768460636
Pit30M,017be362_04,central,1e-03-5e-03,7898,0.002397557307492378
Pit30M,017be362_04,central,5e-03-2e-02,6828,0.0019963675168241817
Pit30M,017be362_04,central,2e-02-1e-01,5800,0.002390491133162207
Pit30M,017be362_04,central,1e-01-1e+00,11266,0.000748986933943513
Pit30M,017be362_04,family_a_W5,0e+00-1e-03,3738,0.0022173417754074343
Pit30M,017be362_04,family_a_W5,1e-03-5e-03,7898,0.0023939109060980134
Pit30M,017be362_04,family_a_W5,5e-03-2e-02,6828,0.0019944250848440725
Pit30M,017be362_04,family_a_W5,2e-02-1e-01,5800,0.002400462866795352
Pit30M,017be362_04,family_a_W5,1e-01-1e+00,11266,0.0007540848715045814
Pit30M,017be362_05,central,0e+00-1e-03,17714,0.005163759629379777
Pit30M,017be362_05,central,1e-03-5e-03,23381,0.007043724243220926
Pit30M,017be362_05,central,5e-03-2e-02,18136,0.005455691594263928
Pit30M,017be362_05,central,2e-02-1e-01,13972,0.0024255675767750973
Pit30M,017be362_05,central,1e-01-1e+00,40157,0.0007236812969888566
Pit30M,017be362_05,family_a_W5,0e+00-1e-03,17714,0.005163895766913329
Pit30M,017be362_05,family_a_W5,1e-03-5e-03,23381,0.007042891706098679
Pit30M,017be362_05,family_a_W5,5e-03-2e-02,18136,0.00545419393980045
Pit30M,017be362_05,family_a_W5,2e-02-1e-01,13972,0.0024241547923316512
Pit30M,017be362_05,family_a_W5,1e-01-1e+00,40157,0.0007244179904054123
Pit30M,017be362_06,central,0e+00-1e-03,541,0.00027905607099601475
Pit30M,017be362_06,central,1e-03-5e-03,1668,0.000324206466314765
Pit30M,017be362_06,central,5e-03-2e-02,1868,0.0004244402652989125
Pit30M,017be362_06,central,2e-02-1e-01,1628,0.00140627879471816
Pit30M,017be362_06,central,1e-01-1e+00,1041,0.0008340341203837845
Pit30M,017be362_06,family_a_W5,0e+00-1e-03,541,0.0002792711032774221
Pit30M,017be362_06,family_a_W5,1e-03-5e-03,1668,0.0003075734101467333
Pit30M,017be362_06,family_a_W5,5e-03-2e-02,1868,0.0004260143171475008
Pit30M,017be362_06,family_a_W5,2e-02-1e-01,1628,0.001405991029292536
Pit30M,017be362_06,family_a_W5,1e-01-1e+00,1041,0.00083522450114668
Pit30M,017be362_07,central,0e+00-1e-03,2422,0.009195246528591428
Pit30M,017be362_07,central,1e-03-5e-03,6049,0.00896663397586898
Pit30M,017be362_07,central,5e-03-2e-02,4965,0.008060539106806805
Pit30M,017be362_07,central,2e-02-1e-01,4718,0.004744857561360827
Pit30M,017be362_07,central,1e-01-1e+00,52516,0.0005532991564962994
Pit30M,017be362_07,family_a_W5,0e+00-1e-03,2422,0.009194261288040921
Pit30M,017be362_07,family_a_W5,1e-03-5e-03,6049,0.008963663095471258
Pit30M,017be362_07,family_a_W5,5e-03-2e-02,4965,0.008056731896709557
Pit30M,017be362_07,family_a_W5,2e-02-1e-01,4718,0.004741642727885661
Pit30M,017be362_07,family_a_W5,1e-01-1e+00,52516,0.0005541767541685753
Pit30M,01959149_00,central,0e+00-1e-03,43429,0.0061412486903413225
Pit30M,01959149_00,central,1e-03-5e-03,35836,0.006187753959492139
Pit30M,01959149_00,central,5e-03-2e-02,19266,0.0053770613151557425
