central_M2,central_M3sm,family_a_W5_M2,family_a_W5_M3sm,family_a_W7_M2,family_a_W7_M3sm,sequence,n_frames
0.14893787916243525,0.01352720418681239,0.14840334938067729,0.00682701354884978,0.1483437454529991,0.0059507650261378464,DurLAR_20210716_S,60
0.14850612893439524,0.021642685340143276,0.1474845974175097,0.008453946549356524,0.14779387619505227,0.006878546227923224,DurLAR_20210901_S,60
0.23265095990251974,0.030702977522528978,0.23015342778039682,0.014561086159166549,0.22851652091862662,0.013206764030068607,DurLAR_20211012_S,60
0.02449783049795489,0.009122904610264188,0.023296962249148432,0.002604855550609119,0.022823679529371144,0.0017108367782895238,DurLAR_20211208_S,60
0.12163153544146563,0.013489487976207365,0.12054802212062582,0.0063720264103933315,0.12011848499296285,0.005787183440084063,DurLAR_20211209_S,60
