central_M2_median,central_M2_q1,central_M2_q3,central_M3sm_median,central_M3sm_q1,central_M3sm_q3,family_a_W5_M2_median,family_a_W5_M2_q1,family_a_W5_M2_q3,family_a_W5_M3sm_median,family_a_W5_M3sm_q1,family_a_W5_M3sm_q3,family_a_W7_M2_median,family_a_W7_M2_q1,family_a_W7_M2_q3,family_a_W7_M3sm_median,family_a_W7_M3sm_q1,family_a_W7_M3sm_q3
0.14850612893439524,0.12163153544146563,0.14893787916243525,0.01352720418681239,0.013489487976207365,0.021642685340143276,0.1474845974175097,0.12054802212062582,0.14840334938067729,0.00682701354884978,0.0063720264103933315,0.008453946549356524,0.14779387619505227,0.12011848499296285,0.1483437454529991,0.0059507650261378464,0.005787183440084063,0.006878546227923224
