scene,method,n,dt_med,m1_path_len_err,m3_low_speed_rms,m4_smooth,m4_lag_s,m8_rmse_vs_can,m8_bias
scene-0505,central,195,0.10001199999999988,1.727187678324249e-06,,0.08499110351943595,0.0,0.19664507939658665,0.17986438665124832
scene-0505,cubic_global,195,0.10001199999999988,2.9906067443574713e-06,,0.15106556750883823,0.0,0.20373522164918398,0.18007037750175123
scene-0505,savgol_w7p3,195,0.10001199999999988,0.0025600626809989535,,0.12734569190998404,0.0,0.2402791390947409,0.19907385109414014
scene-0505,smoothing_spline,195,0.10001199999999988,0.003046680813463709,,0.0012508903587010337,0.0,0.23523863458335034,0.18018529122045884
scene-0505,family_a_W3,195,0.10001199999999988,3.8570284892402995e-05,,0.06009069915140958,0.0,0.19549856385679218,0.17987382340719807
scene-0505,family_a_W5,195,0.10001199999999988,7.284308143673535e-05,,0.0223937955529633,0.0,0.19014119177440425,0.17970840887984266
scene-0505,family_a_W7,195,0.10001199999999988,5.806578983413857e-06,,0.011989707226359633,0.0,0.1876251107496489,0.17965372530148704
scene-0505,family_a_midspan_W5,195,0.10001199999999988,0.0001559389520155996,,0.014313134626305903,0.0,0.1813427625385475,0.1768027670720121
scene-0557,forward,195,0.0999984999999981,0.0033204761353082812,0.03581671897245176,0.11747273663703839,0.0,0.14288445457074161,0.03035763437062626
scene-0557,central,195,0.0999984999999981,3.212573076571967e-05,0.04087022855869712,0.06565220609652286,0.0,0.12094590937598691,0.03814410529949442
scene-0557,cubic_global,195,0.0999984999999981,2.3066776138058742e-05,0.04178163516964398,0.10395144769842374,0.0,0.12836819138575276,0.03834696763214766
scene-0557,savgol_w7p3,195,0.0999984999999981,0.010577235062908974,0.04072295788017598,0.0856184131052443,0.0,0.15478733852200857,0.05541907178194349
scene-0557,smoothing_spline,195,0.0999984999999981,0.11494810018706447,0.6850273688647794,0.012868428370512181,0.0999984999999981,0.5321324127848318,0.2344837510252582
scene-0557,family_a_W3,195,0.0999984999999981,2.4625749568851774e-05,0.040662443873839674,0.048096199339963515,0.0,0.12040242948129912,0.03816048894335603
scene-0557,family_a_W5,195,0.0999984999999981,0.0001658648487298242,0.03520547643079388,0.022749661388407554,0.0,0.11325888462858591,0.03770970198687548
scene-0557,family_a_W7,195,0.0999984999999981,0.0002097907098714824,0.03300362244108736,0.013371296323187336,0.0,0.10736453185845354,0.037410709034771485
scene-0557,family_a_midspan_W5,195,0.0999984999999981,2.468877014583093e-05,0.047388460465884755,0.011827818620336295,0.0,0.08963316730129467,0.036314584076137246
scene-0612,forward,198,0.099993,0.00017151559747352607,,0.15184835379194203,0.0,0.14016236259351017,0.06191847007958699
scene-0612,central,198,0.099993,2.243585405603543e-05,,0.07180039286836788,0.0,0.12319549672919765,0.0610016473370939
scene-0612,cubic_global,198,0.099993,1.0995933478419317e-05,,0.12356866093001989,0.0,0.13131480459818762,0.061215924821962614
scene-0612,savgol_w7p3,198,0.099993,0.0071481605139689375,,0.14258703831163708,0.0,0.22406224916810044,0.10262666996282079
scene-0612,smoothing_spline,198,0.099993,0.01227966732718222,,0.002964461348837114,0.0,0.3171750673649395,0.033981147907353314
scene-0612,family_a_W3,198,0.099993,7.417581291202513e-05,,0.050751260168076004,0.0,0.12194130578036942,0.0608876320630652
scene-0612,family_a_W5,198,0.099993,4.4416111362188815e-05,,0.021468291487192318,0.0,0.11454797064973077,0.06096472928216833
scene-0612,family_a_W7,198,0.099993,1.0767643050080267e-05,,0.012631842039299287,0.0,0.11028844506985677,0.060840842411686046
scene-0612,family_a_midspan_W5,198,0.099993,0.0001613736993310022,,0.013441338974606252,0.0,0.10231800551129153,0.06258816053327064
scene-0664,forward,199,0.09999250000000082,0.00025144592677395217,,0.26511620599478203,0.09999250000000082,0.2621876424750808,0.10270608030962233
scene-0664,central,199,0.09999250000000082,5.525807916351155e-06,,0.13886628025971373,0.09999250000000082,0.23583379248467604,0.10051707675357424
scene-0664,cubic_global,199,0.09999250000000082,2.7462574111680738e-05,,0.22770925339953352,0.09999250000000082,0.2522458990749036,0.10042688898067582
scene-0664,savgol_w7p3,199,0.09999250000000082,0.0029619268337943705,,0.10902320031863426,0.09999250000000082,0.25064141818233104,0.10947669308785798
scene-0664,smoothing_spline,199,0.09999250000000082,0.004452154856691037,,0.004116646370431099,0.19998500000000163,0.44457551684185864,0.0997422255410683
scene-0664,family_a_W3,199,0.09999250000000082,0.00020765977722003726,,0.09786595710225426,0.09999250000000082,0.23404096816816403,0.10042819980862143
scene-0664,family_a_W5,199,0.09999250000000082,0.00010262442688746543,,0.041341688019700326,0.09999250000000082,0.21793212374591414,0.10092284343209094
scene-0664,family_a_W7,199,0.09999250000000082,0.0001739521263027788,,0.023407173205343842,0.09999250000000082,0.20872093596657462,0.10143952926694168
scene-0664,family_a_midspan_W5,199,0.09999250000000082,0.0002244324760896088,,0.026658210739530133,0.09999250000000082,0.18174004425862522,0.10311389468678715
scene-0730,forward,195,0.10000549999999997,0.003882928226637161,0.04653228219270324,0.19416459850402004,0.0,0.2206064389699203,0.04478465165142274
scene-0730,central,195,0.10000549999999997,1.808885846577013e-05,0.04479778214298625,0.08563038832230314,0.0,0.17931016436562455,0.06913886517369891
scene-0730,cubic_global,195,0.10000549999999997,2.032213627733981e-05,0.04697546885030019,0.15451345405204825,0.0,0.1887888575344628,0.06902747938936775
scene-0730,savgol_w7p3,195,0.10000549999999997,0.011705417101375515,0.04534316258880282,0.2165853304930701,0.0,0.2953729497736542,0.13272527114846486
scene-0730,smoothing_spline,195,0.10000549999999997,0.032844089494763695,0.9608543993256975,0.01343531100789114,0.0,0.8614622006047754,0.22622694099308438
scene-0730,family_a_W3,195,0.10000549999999997,2.895192484297926e-05,0.04533690415888474,0.06046142002488188,0.0,0.17966279111579936,0.0693235247438673
scene-0730,family_a_W5,195,0.10000549999999997,1.197304339095595e-05,0.0432005328573553,0.03213045820260256,0.0,0.1725093498915283,0.06959123044719756
scene-0730,family_a_W7,195,0.10000549999999997,0.00024052092216098053,0.04546046876309587,0.02592008870855857,0.0,0.166330358156729,0.07030818574864872
scene-0730,family_a_midspan_W5,195,0.10000549999999997,1.8091184613266975e-05,0.04054580042904178,0.01956844346667729,0.0,0.13654595193655097,0.0709810095803481
scene-0798,forward,195,0.09999550000000057,0.0037182199924388204,0.2152999588726972,0.21048042466880007,0.0,0.23851305605951145,0.19717536121560436
scene-0798,central,195,0.09999550000000057,2.745486214039694e-06,0.1912526968361091,0.08997903397459853,0.0,0.20298092156078001,0.17172230392356583
scene-0798,cubic_global,195,0.09999550000000057,4.5875736446543414e-05,0.1916346150614771,0.15282410303441912,0.0,0.21101717295462907,0.1719059380015323
scene-0798,savgol_w7p3,195,0.09999550000000057,0.0051250878018480606,0.19126608703601994,0.1371693645779286,0.0,0.2648753594717777,0.20516143606879184
scene-0798,smoothing_spline,195,0.09999550000000057,0.006605426195130493,0.2168569762177537,0.011306373481903368,0.0,0.2679126888397219,0.1782198632660138
scene-0798,family_a_W3,195,0.09999550000000057,0.00013364251095615565,0.1911122068518439,0.06430769393001094,0.0,0.20209145926257138,0.17164902021848477
scene-0798,family_a_W5,195,0.09999550000000057,6.186193124868566e-05,0.1854983210946655,0.02765295598767338,0.0,0.19472936331205232,0.17189601678814512
scene-0798,family_a_W7,195,0.09999550000000057,4.228290790464495e-05,0.17835118879606973,0.014258361156714267,0.0,0.19033421509782184,0.1720695392059651
scene-0798,family_a_midspan_W5,195,0.09999550000000057,9.295688736310481e-06,0.2053743765937505,0.016444428334980898,0.0,0.18396592152505162,0.1719780065091841
scene-0860,forward,198,0.100001,0.008312550466267998,0.03389080605843482,0.11189459227233971,0.0,0.09675239019012809,-0.03129867380286109
scene-0860,central,198,0.100001,2.4697799771766782e-05,0.03748509703577615,0.05173268102866767,0.0,0.07599215230855888,-0.012301433788192267
scene-0860,cubic_global,198,0.100001,2.335671560493857e-05,0.03824206645935376,0.08578086227366116,0.0,0.0826820785045801,-0.01231302605409829
scene-0860,savgol_w7p3,198,0.100001,0.003066080233194768,0.03760721567438918,0.057773491308694844,0.0,0.07976588059293728,-0.005407236116255502
scene-0860,smoothing_spline,198,0.100001,0.012095185316120638,0.1868948940976643,0.0035494364099625266,0.0,0.2266467676982998,0.03772104197530506
scene-0860,family_a_W3,198,0.100001,4.929764399430603e-05,0.03758375562920727,0.03911435059178836,0.0,0.07524290416222439,-0.012330729168344547
scene-0860,family_a_W5,198,0.100001,7.253075513147245e-05,0.035778219553865336,0.016115437961616474,0.0,0.06733107138804302,-0.012302506485481443
scene-0860,family_a_W7,198,0.100001,1.8060690835985937e-05,0.03372224734716023,0.010072314320957527,0.0,0.06258594788470975,-0.012352465076140757
scene-0860,family_a_midspan_W5,198,0.100001,0.00021155536171257872,0.03845147673840448,0.00967758314237693,0.0,0.054296860116627155,-0.01091491046309575
scene-0914,forward,197,0.1000185000000009,0.00260846971837847,,0.12253581350109216,0.0,0.11615108931138322,0.014472519083700052
scene-0914,central,197,0.1000185000000009,7.725186812579388e-06,,0.06244980265658612,0.0,0.09868265023715006,0.02765475784348087
scene-0914,cubic_global,197,0.1000185000000009,2.8518536649757564e-05,,0.1033387397957254,0.0,0.10639731360750591,0.027913981750869798
scene-0914,savgol_w7p3,197,0.1000185000000009,0.007023631614792247,,0.14491189847894453,0.0,0.20168485655537538,0.06514241668912618
scene-0914,smoothing_spline,197,0.1000185000000009,0.006267581824547674,,0.001948190415380146,0.0,0.2011547362278743,0.014822721023911755
scene-0914,family_a_W3,197,0.1000185000000009,5.179585366577033e-05,,0.04311900232494374,0.0,0.09826857603612352,0.02794044546843722
scene-0914,family_a_W5,197,0.1000185000000009,3.3773733300490605e-05,,0.021153314738704646,0.0,0.09124297469368305,0.028143502065703943
scene-0914,family_a_W7,197,0.1000185000000009,4.784316636807784e-05,,0.01450167180779735,0.0,0.0844022092280092,0.028078441361153374
scene-0914,family_a_midspan_W5,197,0.1000185000000009,0.0003507538426452683,,0.012102648504450413,0.0,0.07387729224657222,0.023973939116433723
scene-0977,forward,195,0.10002349999999982,0.0012370046016997316,3.317544171830078e-05,3.0800438230346085e-05,-3.0007049999999946,3.317544171830078e-05,2.5795703444333737e-05
scene-0977,central,195,0.10002349999999982,0.08712975090376973,3.057520738241716e-05,2.3491174941594627e-05,-3.0007049999999946,3.057520738241716e-05,2.3511863497528586e-05
scene-0977,cubic_global,195,0.10002349999999982,0.013403848235720828,3.359013331521623e-05,3.0800054702932833e-05,-3.0007049999999946,3.359013331521623e-05,2.612521640753947e-05
scene-0977,savgol_w7p3,195,0.10002349999999982,0.08281851104977322,3.0729969911719655e-05,2.0325342906410775e-05,-3.0007049999999946,3.0729969911719655e-05,2.3514978379102593e-05
scene-0977,smoothing_spline,195,0.10002349999999982,0.8781762070887809,3.386653123225176e-06,6.738276417029321e-08,-3.0007049999999946,3.386653123225176e-06,2.871892712912914e-06
scene-0977,family_a_W3,195,0.10002349999999982,0.08828422940311631,3.066948483043736e-05,2.0318457089035104e-05,-3.0007049999999946,3.066948483043736e-05,2.346199175329314e-05
scene-0977,family_a_W5,195,0.10002349999999982,0.21044105515914635,2.619477323785192e-05,1.0930521703950382e-05,-3.0007049999999946,2.619477323785192e-05,2.028347056380368e-05
scene-0977,family_a_W7,195,0.10002349999999982,0.2969193646784586,2.226489989702609e-05,7.28979928640908e-06,-3.0007049999999946,2.226489989702609e-05,1.813079261229908e-05
scene-0977,family_a_midspan_W5,195,0.10002349999999982,0.11134895590218075,2.524571860683704e-05,5.068990439718127e-06,-3.0007049999999946,2.524571860683704e-05,2.272866314874382e-05
scene-1031,forward,199,0.10002499999999914,0.00018798704749345418,,0.20252905779614136,0.0,0.20637533841278044,0.17267235596591748
scene-1031,central,199,0.10002499999999914,1.4391932292578957e-06,,0.09304056617485222,0.0,0.1946302262231973,0.1713155737168247
scene-1031,cubic_global,199,0.10002499999999914,8.578647113122173e-06,,0.1639335929978478,0.0,0.20361347745512173,0.17148336065856365
scene-1031,savgol_w7p3,199,0.10002499999999914,0.005257903467088987,,0.19429027420509945,0.0,0.29783296320824165,0.21390893587453405
scene-1031,smoothing_spline,199,0.10002499999999914,0.0005757610914584044,,0.0010556078166213392,0.0,0.18140359488538135,0.16990006186399645
scene-1031,family_a_W3,199,0.10002499999999914,2.6269551066659957e-06,,0.0658791210693773,0.0,0.19340351930275462,0.17127193047404957
scene-1031,family_a_W5,199,0.10002499999999914,7.980792160910966e-06,,0.02682992145087699,0.0,0.1854618301380335,0.1708826031432686
scene-1031,family_a_W7,199,0.10002499999999914,5.881550043618233e-05,,0.014480067699782238,0.0,0.1805074561806403,0.1704048235881911
scene-1031,family_a_midspan_W5,199,0.10002499999999914,1.7028388721307408e-07,,0.016270062959696505,0.0,0.17501210120317473,0.1693967560972061
scene-1081,forward,195,0.10000750000000025,0.005439855562867302,0.024501331260007645,0.14958371142080384,0.0,0.1643397675212386,-0.0005474294705139933
scene-1081,central,195,0.10000750000000025,1.3551842192316421e-05,0.0288507111101335,0.07229480733177707,0.0,0.146881060417013,0.040419657784260994
scene-1081,cubic_global,195,0.10000750000000025,2.9352999447063155e-05,0.02995940793454777,0.12253355151783166,0.0,0.15301744396851094,0.040596540678193835
scene-1081,savgol_w7p3,195,0.10000750000000025,0.0070274261232794455,0.029602792505977436,0.15887105651351746,0.0,0.24152039120261826,0.073024576845125
scene-1081,smoothing_spline,195,0.10000750000000025,0.022553398310610984,0.5601711873726414,0.015705485640697056,0.0,0.34869565856538853,0.16261556261692203
scene-1081,family_a_W3,195,0.10000750000000025,4.395148869074106e-06,0.02948219756707881,0.04911495291656981,0.0,0.1461309836262702,0.04062919792412302
scene-1081,family_a_W5,195,0.10000750000000025,4.394880611868768e-05,0.0285894594731539,0.023280931813757462,0.0,0.14149735121968146,0.04041715830263571
scene-1081,family_a_W7,195,0.10000750000000025,9.918226372018779e-05,0.027959215026705696,0.014490078294632043,0.0,0.13933462842433258,0.04036932958392423
scene-1081,family_a_midspan_W5,195,0.10000750000000025,3.1646069708513025e-05,0.053742411368380406,0.013627325992937743,0.0,0.13176072147425663,0.04133462044366341
