central_M2_median,central_M2_q1,central_M2_q3,central_M3sm_median,central_M3sm_q1,central_M3sm_q3,family_a_W5_M2_median,family_a_W5_M2_q1,family_a_W5_M2_q3,family_a_W5_M3sm_median,family_a_W5_M3sm_q1,family_a_W5_M3sm_q3,family_a_W7_M2_median,family_a_W7_M2_q1,family_a_W7_M2_q3,family_a_W7_M3sm_median,family_a_W7_M3sm_q1,family_a_W7_M3sm_q3
0.14379212187122586,0.08815229608036973,0.21937733340820958,0.05997159414274017,0.05022718903136374,0.07272441264759456,0.1483846314094862,0.08391805309335217,0.21724002903386808,0.019319880977177385,0.013978219043507656,0.021815631141486058,0.15008028591095873,0.08438345641281803,0.21868287468443026,0.011755347662490995,0.00864849842041376,0.01678844140506662
