central_M2,central_M3sm,family_a_W5_M2,family_a_W5_M3sm,family_a_W7_M2,family_a_W7_M3sm,sequence,n_frames
,0.0855055010123569,,0.025681752515806323,,0.016173852339154256,544a8102-0ef5-3044-921e-dc0544370376,160
0.07548086373562769,0.03703398562933763,0.07549878732479873,0.00874477066691379,0.07651758062560109,0.006013055257138717,5589de60-1727-3e3f-9423-33437fc5da4b,160
0.09038675875723169,0.06562544945225068,0.0880837680752613,0.018296071940758045,0.11281051881189605,0.011788988826605538,58e82365-03bc-3b2f-b55a-a4ad0e3e792d,160
,0.06315008070127896,,0.013951131850741606,,0.007622481082277043,58fed0d4-97d5-469b-89a4-4394838e10c7,160
,0.050394746146058905,0.2911738833471732,0.021680493047320042,0.2862773401737808,0.019264845251516567,5c0584a3-52a6-3029-b6ff-ca45a19d8aa6,160
,0.056073385177884065,,0.020002974350652014,,0.01574599816580272,5f278cdd-ca28-3c53-8f5c-04e62308811d,160
0.11664251722042851,0.044994638553927414,0.11458303691794627,0.010788580239549303,0.11574413558866924,0.006295531013695124,5f8f4a26-59b1-3f70-bcab-b5e3e615d3bc,160
0.16955413561922733,0.06682303683125426,0.143680001668408,0.022491902635401014,0.14181469236868646,0.01795325904631584,65387aee-4490-38b9-8f4f-1fc43bd4ac06,160
,0.06870466615793124,,0.017346834397030837,,0.009182522307747938,6803104a-bb06-402e-8471-e5af492db0a8,160
0.0894523221155108,0.048456083224045966,0.08642361926022958,0.020735607114332994,0.08548404389910617,0.015800222610616758,6aaf5b08-9f84-3a2e-8a32-2e50e5e11a3c,160
0.19696378673712486,0.07318035111823824,0.19617587938222888,0.02358136140737275,0.16975420216332218,0.017393069918908287,6c932547-4c11-31d7-b8ef-0c16a13dbfc3,160
0.4052044708771644,0.050327334030266124,0.4008280894882176,0.015426656896913193,0.40134569262591474,0.01042923540045818,6f128f23-ee40-3ea9-8c50-c9cdb9d3e8b6,160
0.06901751899267455,0.07427081803502504,0.07039500634009586,0.02272367410117129,0.0745878066985355,0.015532395640034627,7039e410-b5ab-35aa-96bc-2c4b89d3c5e3,160
,0.0700570154175662,,0.02098450110744364,,0.013276167137727791,72cf3ca1-1a9e-3254-bca0-29c62521e454,160
0.10225104345796099,0.044320535772618845,0.09716852379162677,0.012569370860773029,0.12087405088093298,0.0062464474722658,7606de8d-486c-4916-9cbb-002ee966f834,160
,0.08706711708248831,,0.019413362010109937,,0.01115727659819827,76916359-96f4-3274-81fe-bb145d497c11,160
0.12018263937072445,0.04270699289078522,0.11258496286527293,0.014632650664625988,0.11401839277386026,0.011539621492510206,77574006-881f-3bc8-bbb6-81d79cf02d83,160
0.2931904623119971,0.07696351127789844,0.2947249814373898,0.020351459390880122,0.2946585092849021,0.012403743685291938,78683234-e6f1-3e4e-af52-6f839254e4c0,160
0.19349593278794153,0.0649576033510841,0.19062647082117012,0.019323326460087196,0.19278243386533614,0.012262559885835732,78da7b7e-8ddf-3c7d-8716-eaa890106dd3,160
0.23826934549540496,0.054550423869532134,0.2122185090443344,0.015802231317285836,0.21483939043308645,0.012228547661131258,78f7cb5c-9d51-34f0-b356-9b3d83263c75,160
,0.05630630204967732,,0.01836561248700404,,0.013580406032253549,7a2c222d-addc-30b2-aac6-596cb65a22e3,160
