dataset,sequence,method,elapsed_s,dist_traveled_m,drift_m,drift_abs_m,drift_pct
nuscenes,scene-0061,v_family_a_W7,19.09956,90.51707921776614,0.20957197416451834,0.20957197416451834,0.23152754814406873
nuscenes,scene-0103,v_forward,19.339665,115.55120016799212,1.8186939741112695,1.8186939741112695,1.5739291080206805
nuscenes,scene-0103,v_central,19.339665,115.55120016799212,1.8346134733151729,1.8346134733151729,1.5877061169835984
nuscenes,scene-0103,v_savgol_w7p3,19.339665,115.55120016799212,1.9658010239792247,1.9658010239792247,1.7012380841750487
nuscenes,scene-0103,v_family_a_W3,19.339665,115.55120016799212,1.8286928060321799,1.8286928060321799,1.5825822694818974
nuscenes,scene-0103,v_family_a_W5,19.339665,115.55120016799212,1.8333385840286098,1.8333385840286098,1.5866028058239483
nuscenes,scene-0103,v_family_a_W7,19.339665,115.55120016799212,1.8320007415878052,1.8320007415878052,1.5854450139197018
nuscenes,scene-0500,v_forward,19.579256,117.63273394072436,1.335340511032996,1.335340511032996,1.1351776553164867
nuscenes,scene-0500,v_central,19.579256,117.63273394072436,1.3220532536943779,1.3220532536943779,1.123882111216225
nuscenes,scene-0500,v_savgol_w7p3,19.579256,117.63273394072436,2.493453596907102,2.493453596907102,2.1196936544580898
nuscenes,scene-0500,v_family_a_W3,19.579256,117.63273394072436,1.3143638123488586,1.3143638123488586,1.117345290139369
nuscenes,scene-0500,v_family_a_W5,19.579256,117.63273394072436,1.3217614156770736,1.3217614156770736,1.1236340186933977
nuscenes,scene-0500,v_family_a_W7,19.579256,117.63273394072436,1.319884622386553,1.319884622386553,1.1220385501298036
nuscenes,scene-0750,v_forward,19.459624,28.403360885396413,0.7024719172711187,0.7024719172711187,2.4731999854013567
nuscenes,scene-0750,v_central,19.459624,28.403360885396413,0.4842712117727288,0.4842712117727288,1.7049785542165077
nuscenes,scene-0750,v_savgol_w7p3,19.459624,28.403360885396413,0.8061756336081238,0.8061756336081238,2.838310708584557
nuscenes,scene-0750,v_family_a_W3,19.459624,28.403360885396413,0.49154854249742286,0.49154854249742286,1.7305999261170268
nuscenes,scene-0750,v_family_a_W5,19.459624,28.403360885396413,0.4815254743396693,0.4815254743396693,1.6953116086598246
nuscenes,scene-0750,v_family_a_W7,19.459624,28.403360885396413,0.4766712451978883,0.4766712451978883,1.6782212750145662
nuscenes,scene-1000,v_forward,19.7596,104.13840282774342,0.6472664793070777,0.6472664793070777,0.6215444655683158
nuscenes,scene-1000,v_central,19.7596,104.13840282774342,0.508069273596206,0.508069273596206,0.48787888022117015
nuscenes,scene-1000,v_savgol_w7p3,19.7596,104.13840282774342,1.479533075069483,1.479533075069483,1.4207372447576294
nuscenes,scene-1000,v_family_a_W3,19.7596,104.13840282774342,0.5026484370629447,0.5026484370629447,0.48267346474900474
nuscenes,scene-1000,v_family_a_W5,19.7596,104.13840282774342,0.5103625185963949,0.5103625185963949,0.49008099292687607
nuscenes,scene-1000,v_family_a_W7,19.7596,104.13840282774342,0.5109870334555495,0.5109870334555495,0.49068068990915803
kitti,2011_09_30_drive_0028_sync,v_forward,537.779164928,4115.801090622394,14.289201470905937,14.289201470905937,0.3471791069656652
kitti,2011_09_30_drive_0028_sync,v_central,537.779164928,4115.801090622394,13.678807933863027,13.678807933863027,0.33234861531645365
kitti,2011_09_30_drive_0028_sync,v_savgol_w7p3,537.779164928,4115.801090622394,172.06498154289784,172.06498154289784,4.180595168579394
kitti,2011_09_30_drive_0028_sync,v_family_a_W3,537.779164928,4115.801090622394,13.870813971136158,13.870813971136158,0.33701371047157686
kitti,2011_09_30_drive_0028_sync,v_family_a_W5,537.779164928,4115.801090622394,13.481399319903176,13.481399319903176,0.3275522558808717
kitti,2011_09_30_drive_0028_sync,v_family_a_W7,537.779164928,4115.801090622394,13.131327919251817,13.131327919251817,0.3190467087724613
kitti,2011_10_03_drive_0027_sync,v_forward,470.836562432,3719.9446821028864,3.0327940383276655,3.0327940383276655,0.08152793381360783
kitti,2011_10_03_drive_0027_sync,v_central,470.836562432,3719.9446821028864,2.63292502860304,2.63292502860304,0.07077860703871129
kitti,2011_10_03_drive_0027_sync,v_savgol_w7p3,470.836562432,3719.9446821028864,136.6480044535083,136.6480044535083,3.67338807781037
kitti,2011_10_03_drive_0027_sync,v_family_a_W3,470.836562432,3719.9446821028864,2.7916790463041252,2.7916790463041252,0.07504625162130066
kitti,2011_10_03_drive_0027_sync,v_family_a_W5,470.836562432,3719.9446821028864,2.6858112801119205,2.6858112801119205,0.07220030160753978
kitti,2011_10_03_drive_0027_sync,v_family_a_W7,470.836562432,3719.9446821028864,2.567380307408257,2.567380307408257,0.06901662596651614
kitti,2011_10_03_drive_0034_sync,v_forward,483.4849984,5062.020287179113,-0.7517508410546725,0.7517508410546725,-0.014850806563511362
kitti,2011_10_03_drive_0034_sync,v_central,483.4849984,5062.020287179113,-0.7864378408385164,0.7864378408385164,-0.015536046799938264
kitti,2011_10_03_drive_0034_sync,v_savgol_w7p3,483.4849984,5062.020287179113,184.8839986350913,184.8839986350913,3.6523756948062465
kitti,2011_10_03_drive_0034_sync,v_family_a_W3,483.4849984,5062.020287179113,-0.6097510281788345,0.6097510281788345,-0.01204560617276047
kitti,2011_10_03_drive_0034_sync,v_family_a_W5,483.4849984,5062.020287179113,-0.6399292749438246,0.6399292749438246,-0.012641776181036105
kitti,2011_10_03_drive_0034_sync,v_family_a_W7,483.4849984,5062.020287179113,-0.6759561121089064,0.6759561121089064,-0.013353484849140994
kitti360,2013_05_28_drive_0000_extract,v_central,1203.878229,8355.259473751568,20.929004027299015,20.929004027299015,0.25048897754819516
kitti360,2013_05_28_drive_0000_extract,v_family_a_W3,1203.878229,8355.259473751568,21.203156429994124,21.203156429994124,0.25377017310599165
kitti360,2013_05_28_drive_0000_extract,v_family_a_W5,1203.878229,8355.259473751568,21.112014961472596,21.112014961472596,0.25267934560018107
kitti360,2013_05_28_drive_0000_extract,v_family_a_W7,1203.878229,8355.259473751568,21.041663319874715,21.041663319874715,0.25183734132947116
kitti360,2013_05_28_drive_0002_extract,v_central,2013.163353,15147.096866982663,150.21980615867506,150.21980615867506,0.9917399187307052
kitti360,2013_05_28_drive_0002_extract,v_family_a_W3,2013.163353,15147.096866982663,151.05048275672743,151.05048275672743,0.9972239834683057
kitti360,2013_05_28_drive_0002_extract,v_family_a_W5,2013.163353,15147.096866982663,150.80848594662712,150.80848594662712,0.9956263386375802
kitti360,2013_05_28_drive_0002_extract,v_family_a_W7,2013.163353,15147.096866982663,150.5608876114875,150.5608876114875,0.993991712957729
