scenario,fs,noise_sigma,jitter_sigma,seed,method,rmse,bias,n
circle_r15_v5,50.0,0.05,0.005,0,savgol_w7p3,1.4268214048689523,0.11991031922501676,1001
circle_r15_v5,50.0,0.05,0.005,0,savgol_w9p3,0.963800341550143,0.025286472781923117,1001
circle_r15_v5,50.0,0.05,0.005,0,savgol_w11p3,0.7111803567230858,-0.007549787173737797,1001
circle_r15_v5,50.0,0.05,0.005,0,family_a_W3,1.3433840845437748,0.17075090552381447,1001
circle_r15_v5,50.0,0.05,0.005,0,family_a_W5,0.6478120205371692,0.03845628499723241,1001
circle_r15_v5,50.0,0.05,0.005,0,family_a_W7,0.38988459274666976,0.014968033577328763,1001
circle_r15_v5,50.0,0.05,0.005,0,family_a_midspan_W5,0.32946160460746965,0.08409698395145308,1001
circle_r15_v5,50.0,0.05,0.005,1,forward,12.469307939506363,2.8763438159354493,1001
circle_r15_v5,50.0,0.05,0.005,1,central,1.8435815213266757,0.40723443656970865,1001
circle_r15_v5,50.0,0.05,0.005,1,cubic_global,17.117599165240474,4.3093921419838805,1001
circle_r15_v5,50.0,0.05,0.005,1,smoothing_spline,0.215979400173449,0.03199318942219209,1001
circle_r15_v5,50.0,0.05,0.005,1,savgol_w5p2,0.8661267283299582,0.07742094751426298,1001
circle_r15_v5,50.0,0.05,0.005,1,savgol_w7p3,1.3645966558660991,0.1814304286903489,1001
circle_r15_v5,50.0,0.05,0.005,1,savgol_w9p3,0.9415677393274573,0.08621936802924574,1001
circle_r15_v5,50.0,0.05,0.005,1,savgol_w11p3,0.6885647129382871,0.054387603008031804,1001
circle_r15_v5,50.0,0.05,0.005,1,family_a_W3,1.3379628983262621,0.17487615198081893,1001
circle_r15_v5,50.0,0.05,0.005,1,family_a_W5,0.6433683153162975,0.03790933525406288,1001
circle_r15_v5,50.0,0.05,0.005,1,family_a_W7,0.38840876743852737,0.016050083178996578,1001
circle_r15_v5,50.0,0.05,0.005,1,family_a_midspan_W5,0.3291996326728847,0.07608989608273224,1001
circle_r15_v5,50.0,0.05,0.005,2,forward,9.267448769817738,2.671167374282549,1001
circle_r15_v5,50.0,0.05,0.005,2,central,1.782736006535128,0.3552355442798427,1001
circle_r15_v5,50.0,0.05,0.005,2,cubic_global,12.430851609724824,3.7765238599621695,1001
circle_r15_v5,50.0,0.05,0.005,2,smoothing_spline,0.21624278847462722,0.03065565314825245,1001
circle_r15_v5,50.0,0.05,0.005,2,savgol_w5p2,0.8608088040651564,0.06313910755974173,1001
circle_r15_v5,50.0,0.05,0.005,2,savgol_w7p3,1.3736963374274522,0.1643545891438855,1001
circle_r15_v5,50.0,0.05,0.005,2,savgol_w9p3,0.931224248998205,0.07143787368410864,1001
circle_r15_v5,50.0,0.05,0.005,2,savgol_w11p3,0.6848047087679492,0.0384096772620331,1001
circle_r15_v5,50.0,0.05,0.005,2,family_a_W3,1.3312365205080834,0.1862131321920391,1001
circle_r15_v5,50.0,0.05,0.005,2,family_a_W5,0.6139759510884333,0.035678729413484496,1001
circle_r15_v5,50.0,0.05,0.005,2,family_a_W7,0.3720013772128388,0.012020503592247163,1001
circle_r15_v5,50.0,0.05,0.005,2,family_a_midspan_W5,0.33621846597153754,0.08638537171041541,1001
circle_r15_v5,50.0,0.05,0.005,3,forward,23.079797318764285,2.8781319290559013,1001
circle_r15_v5,50.0,0.05,0.005,3,central,1.8503623057055334,0.36975200204337333,1001
circle_r15_v5,50.0,0.05,0.005,3,cubic_global,32.743382648276196,4.405767120788036,1001
circle_r15_v5,50.0,0.05,0.005,3,smoothing_spline,0.2158512165999305,0.031326346463982205,1001
circle_r15_v5,50.0,0.05,0.005,3,savgol_w5p2,0.875292791303901,0.08294687263327255,1001
circle_r15_v5,50.0,0.05,0.005,3,savgol_w7p3,1.425513806520917,0.18635341498963753,1001
circle_r15_v5,50.0,0.05,0.005,3,savgol_w9p3,0.9363637204526053,0.09343945251693399,1001
circle_r15_v5,50.0,0.05,0.005,3,savgol_w11p3,0.6774388584448137,0.05919781538887085,1001
circle_r15_v5,50.0,0.05,0.005,3,family_a_W3,1.3244730017363804,0.1762563923796944,1001
circle_r15_v5,50.0,0.05,0.005,3,family_a_W5,0.6057761450817155,0.037414390758370615,1001
circle_r15_v5,50.0,0.05,0.005,3,family_a_W7,0.36319850256535724,0.013414852184019081,1001
circle_r15_v5,50.0,0.05,0.005,3,family_a_midspan_W5,0.34647077197743353,0.08843573895408294,1001
circle_r15_v5,50.0,0.05,0.005,4,forward,10.437607044327658,2.8630343825155613,1001
circle_r15_v5,50.0,0.05,0.005,4,central,1.7465357465127724,0.32329781743015495,1001
circle_r15_v5,50.0,0.05,0.005,4,cubic_global,14.085453559262456,4.127646961563128,1001
circle_r15_v5,50.0,0.05,0.005,4,smoothing_spline,0.21607997240801582,0.03144707970302995,1001
circle_r15_v5,50.0,0.05,0.005,4,savgol_w5p2,0.8575117775349566,0.002563785171126487,1001
circle_r15_v5,50.0,0.05,0.005,4,savgol_w7p3,1.39303640268556,0.0912014363265277,1001
circle_r15_v5,50.0,0.05,0.005,4,savgol_w9p3,0.9050121255260134,0.011600701089094972,1001
circle_r15_v5,50.0,0.05,0.005,4,savgol_w11p3,0.6574729379077064,-0.01865966306628792,1001
circle_r15_v5,50.0,0.05,0.005,4,family_a_W3,1.2844257681761513,0.17670467457642086,1001
circle_r15_v5,50.0,0.05,0.005,4,family_a_W5,0.5830218593780687,0.034032678449300795,1001
circle_r15_v5,50.0,0.05,0.005,4,family_a_W7,0.3618554075981191,0.013301958388459089,1001
circle_r15_v5,50.0,0.05,0.005,4,family_a_midspan_W5,0.3198561867896705,0.08282677101632824,1001
circle_r15_v5,50.0,0.2,0.0,0,forward,16.541141470366377,13.542553348332016,1001
circle_r15_v5,50.0,0.2,0.0,0,central,7.1702871804051185,5.033056568814271,1001
circle_r15_v5,50.0,0.2,0.0,0,cubic_global,13.421022484456985,10.634122598692295,1001
circle_r15_v5,50.0,0.2,0.0,0,smoothing_spline,0.21518261760966054,0.032841060641952476,1001
circle_r15_v5,50.0,0.2,0.0,0,savgol_w5p2,2.9210170044856594,1.1213109656961406,1001
circle_r15_v5,50.0,0.2,0.0,0,savgol_w7p3,4.832573879426861,2.7983798977715666,1001
circle_r15_v5,50.0,0.2,0.0,0,savgol_w9p3,3.1238363324540908,1.3144731850955305,1001
circle_r15_v5,50.0,0.2,0.0,0,savgol_w11p3,2.3132983216988445,0.68765470337135,1001
circle_r15_v5,50.0,0.2,0.0,0,family_a_W3,4.832573879426683,2.798379897771388,1001
circle_r15_v5,50.0,0.2,0.0,0,family_a_W5,2.313298321698761,0.6876547033712243,1001
circle_r15_v5,50.0,0.2,0.0,0,family_a_W7,1.3962581264447478,0.2592496024718272,1001
circle_r15_v5,50.0,0.2,0.0,0,family_a_midspan_W5,1.9300483159979778,1.45915151202643,1001
circle_r15_v5,50.0,0.2,0.0,1,forward,16.54788293534685,13.546999336789355,1001
circle_r15_v5,50.0,0.2,0.0,1,central,7.295184504842573,5.056606006232061,1001
circle_r15_v5,50.0,0.2,0.0,1,cubic_global,13.561419524882321,10.61705417934209,1001
circle_r15_v5,50.0,0.2,0.0,1,smoothing_spline,0.21793121896647336,0.032020266921013694,1001
circle_r15_v5,50.0,0.2,0.0,1,savgol_w5p2,3.0033844853776723,1.1049097346968686,1001
circle_r15_v5,50.0,0.2,0.0,1,savgol_w7p3,4.881315048384409,2.8350762259404756,1001
circle_r15_v5,50.0,0.2,0.0,1,savgol_w9p3,3.1824620825113463,1.349024761424562,1001
circle_r15_v5,50.0,0.2,0.0,1,savgol_w11p3,2.3200315309906623,0.7012496874889541,1001
circle_r15_v5,50.0,0.2,0.0,1,family_a_W3,4.881315048384235,2.835076225940289,1001
circle_r15_v5,50.0,0.2,0.0,1,family_a_W5,2.3200315309905712,0.7012496874888196,1001
circle_r15_v5,50.0,0.2,0.0,1,family_a_W7,1.463604973024733,0.26740244261285434,1001
circle_r15_v5,50.0,0.2,0.0,1,family_a_midspan_W5,1.933697810673322,1.4786317661209085,1001
circle_r15_v5,50.0,0.2,0.0,2,forward,16.294420803740703,13.363101384973636,1001
circle_r15_v5,50.0,0.2,0.0,2,central,7.093661792654607,5.006606040185285,1001
circle_r15_v5,50.0,0.2,0.0,2,cubic_global,13.253323065887386,10.539837566953603,1001
circle_r15_v5,50.0,0.2,0.0,2,smoothing_spline,0.21718670660469655,0.033031953061566345,1001
circle_r15_v5,50.0,0.2,0.0,2,savgol_w5p2,3.01743200543276,1.1500668083419359,1001
circle_r15_v5,50.0,0.2,0.0,2,savgol_w7p3,4.898568371770435,2.861419074684795,1001
circle_r15_v5,50.0,0.2,0.0,2,savgol_w9p3,3.2257743074044227,1.3568341401163624,1001
circle_r15_v5,50.0,0.2,0.0,2,savgol_w11p3,2.3560410540608103,0.7195775436535033,1001
circle_r15_v5,50.0,0.2,0.0,2,family_a_W3,4.898568371770267,2.861419074684622,1001
circle_r15_v5,50.0,0.2,0.0,2,family_a_W5,2.356041054060723,0.7195775436533702,1001
circle_r15_v5,50.0,0.2,0.0,2,family_a_W7,1.461020469800786,0.2496895762593283,1001
circle_r15_v5,50.0,0.2,0.0,2,family_a_midspan_W5,1.9005155194002215,1.4988523790172505,1001
circle_r15_v5,50.0,0.2,0.0,3,forward,15.64560562401035,12.790053744398895,1001
circle_r15_v5,50.0,0.2,0.0,3,central,6.979383612431353,4.827626059401497,1001
circle_r15_v5,50.0,0.2,0.0,3,cubic_global,12.812867909115916,10.019412330357618,1001
circle_r15_v5,50.0,0.2,0.0,3,smoothing_spline,0.21500324819456007,0.028967216988394787,1001
circle_r15_v5,50.0,0.2,0.0,3,savgol_w5p2,2.940347980354408,1.0832002818204232,1001
circle_r15_v5,50.0,0.2,0.0,3,savgol_w7p3,4.842096046460833,2.823564964636734,1001
circle_r15_v5,50.0,0.2,0.0,3,savgol_w9p3,3.134102501735431,1.2521908369727643,1001
circle_r15_v5,50.0,0.2,0.0,3,savgol_w11p3,2.2982780133430603,0.6576729853859156,1001
circle_r15_v5,50.0,0.2,0.0,3,family_a_W3,4.842096046460669,2.823564964636557,1001
circle_r15_v5,50.0,0.2,0.0,3,family_a_W5,2.2982780133429825,0.6576729853857874,1001
circle_r15_v5,50.0,0.2,0.0,3,family_a_W7,1.4386801674347152,0.26894877046599264,1001
circle_r15_v5,50.0,0.2,0.0,3,family_a_midspan_W5,1.85600683169264,1.414024673024948,1001
circle_r15_v5,50.0,0.2,0.0,4,forward,16.193563565206198,13.17400515950268,1001
circle_r15_v5,50.0,0.2,0.0,4,central,6.815655159292491,4.781875866244537,1001
circle_r15_v5,50.0,0.2,0.0,4,cubic_global,12.966047361744115,10.445252026237025,1001
circle_r15_v5,50.0,0.2,0.0,4,smoothing_spline,0.2143360162593706,0.031617432843095886,1001
circle_r15_v5,50.0,0.2,0.0,4,savgol_w5p2,2.8833998220606993,1.048524393041281,1001
circle_r15_v5,50.0,0.2,0.0,4,savgol_w7p3,4.687173777470167,2.6204287558208956,1001
circle_r15_v5,50.0,0.2,0.0,4,savgol_w9p3,3.063967651251004,1.1976824425503403,1001
circle_r15_v5,50.0,0.2,0.0,4,savgol_w11p3,2.2779251228953004,0.6346497976914297,1001
circle_r15_v5,50.0,0.2,0.0,4,family_a_W3,4.687173777470005,2.620428755820724,1001
circle_r15_v5,50.0,0.2,0.0,4,family_a_W5,2.2779251228952195,0.6346497976913008,1001
circle_r15_v5,50.0,0.2,0.0,4,family_a_W7,1.5203248620759466,0.22866179962605301,1001
circle_r15_v5,50.0,0.2,0.0,4,family_a_midspan_W5,1.833201724504417,1.3855152270860924,1001
circle_r15_v5,50.0,0.2,0.005,0,forward,31.69797680826892,17.482792149763444,1001
circle_r15_v5,50.0,0.2,0.005,0,central,7.746274826224075,5.359420507903375,1001
circle_r15_v5,50.0,0.2,0.005,0,cubic_global,40.30922025325265,20.613440324921296,1001
circle_r15_v5,50.0,0.2,0.005,0,smoothing_spline,0.21488345862140776,0.029845949132557864,1001
circle_r15_v5,50.0,0.2,0.005,0,savgol_w5p2,3.002667146534674,1.0491241989934121,1001
circle_r15_v5,50.0,0.2,0.005,0,savgol_w7p3,4.864504720977728,2.7579946427874207,1001
circle_r15_v5,50.0,0.2,0.005,0,savgol_w9p3,3.147248857193788,1.2372797290824329,1001
circle_r15_v5,50.0,0.2,0.005,0,savgol_w11p3,2.390846968381791,0.6100123195346381,1001
circle_r15_v5,50.0,0.2,0.005,0,family_a_W3,5.134471541236472,3.010482276354966,1001
circle_r15_v5,50.0,0.2,0.005,0,family_a_W5,2.4218117434621886,0.6619346516825848,1001
circle_r15_v5,50.0,0.2,0.005,0,family_a_W7,1.5549589360538256,0.23071065859899126,1001
circle_r15_v5,50.0,0.2,0.005,0,family_a_midspan_W5,1.8589221653145378,1.426216938501146,1001
circle_r15_v5,50.0,0.2,0.005,1,forward,51.948696227509394,19.203484365754083,1001
circle_r15_v5,50.0,0.2,0.005,1,central,7.812503787189927,5.324668125682995,1001
circle_r15_v5,50.0,0.2,0.005,1,cubic_global,70.93636920277034,25.381274087900746,1001
circle_r15_v5,50.0,0.2,0.005,1,smoothing_spline,0.21595347546953492,0.033141248777414034,1001
circle_r15_v5,50.0,0.2,0.005,1,savgol_w5p2,2.9893227094256485,1.1126537720515985,1001
circle_r15_v5,50.0,0.2,0.005,1,savgol_w7p3,4.8617700665335875,2.8401661815462775,1001
circle_r15_v5,50.0,0.2,0.005,1,savgol_w9p3,3.2577174380900624,1.2832099045805037,1001
circle_r15_v5,50.0,0.2,0.005,1,savgol_w11p3,2.4152601909062428,0.6758998688568919,1001
circle_r15_v5,50.0,0.2,0.005,1,family_a_W3,5.1520305373415045,3.0591265810700285,1001
circle_r15_v5,50.0,0.2,0.005,1,family_a_W5,2.430430070569661,0.6749833263835212,1001
circle_r15_v5,50.0,0.2,0.005,1,family_a_W7,1.5261442218360868,0.25397742608526436,1001
circle_r15_v5,50.0,0.2,0.005,1,family_a_midspan_W5,1.8701244103806685,1.4165900005908498,1001
circle_r15_v5,50.0,0.2,0.005,2,forward,39.97463051610615,18.50077598882918,1001
circle_r15_v5,50.0,0.2,0.005,2,central,7.309279382205087,5.121474102193489,1001
circle_r15_v5,50.0,0.2,0.005,2,cubic_global,53.0715549242749,23.491580333242286,1001
circle_r15_v5,50.0,0.2,0.005,2,smoothing_spline,0.21688717795708018,0.027785378366141138,1001
circle_r15_v5,50.0,0.2,0.005,2,savgol_w5p2,2.949040235544475,1.1169358747319775,1001
circle_r15_v5,50.0,0.2,0.005,2,savgol_w7p3,4.766568644309849,2.8820460180590124,1001
circle_r15_v5,50.0,0.2,0.005,2,savgol_w9p3,3.216321246276176,1.262318875875048,1001
circle_r15_v5,50.0,0.2,0.005,2,savgol_w11p3,2.3554839501354254,0.6485725452860542,1001
circle_r15_v5,50.0,0.2,0.005,2,family_a_W3,5.127131219499176,3.093792390527838,1001
circle_r15_v5,50.0,0.2,0.005,2,family_a_W5,2.366241248080361,0.6456567948283854,1001
circle_r15_v5,50.0,0.2,0.005,2,family_a_W7,1.463772847902848,0.20468951212645958,1001
circle_r15_v5,50.0,0.2,0.005,2,family_a_midspan_W5,1.9087623783393337,1.4387889209436542,1001
circle_r15_v5,50.0,0.2,0.005,3,forward,93.2816114015947,19.32549679023893,1001
circle_r15_v5,50.0,0.2,0.005,3,central,7.765224612831359,5.322166225812351,1001
circle_r15_v5,50.0,0.2,0.005,3,cubic_global,132.0829486876126,26.33504460472817,1001
circle_r15_v5,50.0,0.2,0.005,3,smoothing_spline,0.21511460884745545,0.0304457216954433,1001
circle_r15_v5,50.0,0.2,0.005,3,savgol_w5p2,2.9862255906840303,1.1657240890475433,1001
circle_r15_v5,50.0,0.2,0.005,3,savgol_w7p3,4.952695758031249,2.927036532876288,1001
circle_r15_v5,50.0,0.2,0.005,3,savgol_w9p3,3.1689484979623854,1.3899398048202896,1001
circle_r15_v5,50.0,0.2,0.005,3,savgol_w11p3,2.332371376640933,0.705915503388521,1001
circle_r15_v5,50.0,0.2,0.005,3,family_a_W3,5.125486480670617,3.0299377538987957,1001
circle_r15_v5,50.0,0.2,0.005,3,family_a_W5,2.3191479840113374,0.6791783125633679,1001
circle_r15_v5,50.0,0.2,0.005,3,family_a_W7,1.4322672362023912,0.2535241320863215,1001
circle_r15_v5,50.0,0.2,0.005,3,family_a_midspan_W5,1.9106515497260628,1.460355274964865,1001
circle_r15_v5,50.0,0.2,0.005,4,forward,44.73302711990455,19.229231358265388,1001
circle_r15_v5,50.0,0.2,0.005,4,central,7.294134962619774,4.917663015479948,1001
circle_r15_v5,50.0,0.2,0.005,4,cubic_global,59.73146639447685,25.167814437225207,1001
circle_r15_v5,50.0,0.2,0.005,4,smoothing_spline,0.21595761066012556,0.030920291773054585,1001
circle_r15_v5,50.0,0.2,0.005,4,savgol_w5p2,2.8113163894346376,0.9799406551980359,1001
circle_r15_v5,50.0,0.2,0.005,4,savgol_w7p3,4.643346302503887,2.561792187857375,1001
circle_r15_v5,50.0,0.2,0.005,4,savgol_w9p3,3.008696699495639,1.1170469904080467,1001
circle_r15_v5,50.0,0.2,0.005,4,savgol_w11p3,2.242325983309551,0.555094274253068,1001
circle_r15_v5,50.0,0.2,0.005,4,family_a_W3,4.95921249518858,2.824022467145905,1001
circle_r15_v5,50.0,0.2,0.005,4,family_a_W5,2.2270201561621508,0.5987638225534573,1001
circle_r15_v5,50.0,0.2,0.005,4,family_a_W7,1.4299023659497259,0.2275098523627893,1001
circle_r15_v5,50.0,0.2,0.005,4,family_a_midspan_W5,1.776391187214004,1.3235280524747726,1001
circle_r5_v2,2.0,0.0,0.0,0,forward,0.003331667063436933,-0.0033316670634369336,41
circle_r5_v2,2.0,0.0,0.0,0,central,0.013306692049387843,-0.013306692049387843,41
circle_r5_v2,2.0,0.0,0.0,0,cubic_global,4.288948860441853e-05,-2.454482721971477e-05,41
circle_r5_v2,2.0,0.0,0.0,0,smoothing_spline,0.18338558602362148,-0.019232043667914377,41
circle_r5_v2,2.0,0.0,0.0,0,savgol_w5p2,0.04498796917527519,-0.0449879691752752,41
circle_r5_v2,2.0,0.0,0.0,0,savgol_w7p3,0.0006574836426696844,-0.0006574836426696844,41
circle_r5_v2,2.0,0.0,0.0,0,savgol_w9p3,0.002076041237657728,-0.0020760412376577284,41
circle_r5_v2,2.0,0.0,0.0,0,savgol_w11p3,0.004915543027043614,-0.0049155430270436135,41
circle_r5_v2,2.0,0.0,0.0,0,family_a_W3,0.000657483642670329,-0.0006574836426703291,41
circle_r5_v2,2.0,0.0,0.0,0,family_a_W5,0.004915543027043879,-0.004915543027043879,41
circle_r5_v2,2.0,0.0,0.0,0,family_a_W7,0.01718318091576213,-0.017152755357871714,41
circle_r5_v2,2.0,0.0,0.0,0,family_a_midspan_W5,0.008529515822206126,0.008529515822206126,41
circle_r5_v2,2.0,0.0,0.0,1,forward,0.003331667063436933,-0.0033316670634369336,41
circle_r5_v2,2.0,0.0,0.0,1,central,0.013306692049387843,-0.013306692049387843,41
circle_r5_v2,2.0,0.0,0.0,1,cubic_global,4.288948860441853e-05,-2.454482721971477e-05,41
circle_r5_v2,2.0,0.0,0.0,1,smoothing_spline,0.18338558602362148,-0.019232043667914377,41
circle_r5_v2,2.0,0.0,0.0,1,savgol_w5p2,0.04498796917527519,-0.0449879691752752,41
circle_r5_v2,2.0,0.0,0.0,1,savgol_w7p3,0.0006574836426696844,-0.0006574836426696844,41
circle_r5_v2,2.0,0.0,0.0,1,savgol_w9p3,0.002076041237657728,-0.0020760412376577284,41
circle_r5_v2,2.0,0.0,0.0,1,savgol_w11p3,0.004915543027043614,-0.0049155430270436135,41
circle_r5_v2,2.0,0.0,0.0,1,family_a_W3,0.000657483642670329,-0.0006574836426703291,41
circle_r5_v2,2.0,0.0,0.0,1,family_a_W5,0.004915543027043879,-0.004915543027043879,41
circle_r5_v2,2.0,0.0,0.0,1,family_a_W7,0.01718318091576213,-0.017152755357871714,41
circle_r5_v2,2.0,0.0,0.0,1,family_a_midspan_W5,0.008529515822206126,0.008529515822206126,41
circle_r5_v2,2.0,0.0,0.0,2,forward,0.003331667063436933,-0.0033316670634369336,41
circle_r5_v2,2.0,0.0,0.0,2,central,0.013306692049387843,-0.013306692049387843,41
circle_r5_v2,2.0,0.0,0.0,2,cubic_global,4.288948860441853e-05,-2.454482721971477e-05,41
circle_r5_v2,2.0,0.0,0.0,2,smoothing_spline,0.18338558602362148,-0.019232043667914377,41
circle_r5_v2,2.0,0.0,0.0,2,savgol_w5p2,0.04498796917527519,-0.0449879691752752,41
circle_r5_v2,2.0,0.0,0.0,2,savgol_w7p3,0.0006574836426696844,-0.0006574836426696844,41
circle_r5_v2,2.0,0.0,0.0,2,savgol_w9p3,0.002076041237657728,-0.0020760412376577284,41
circle_r5_v2,2.0,0.0,0.0,2,savgol_w11p3,0.004915543027043614,-0.0049155430270436135,41
circle_r5_v2,2.0,0.0,0.0,2,family_a_W3,0.000657483642670329,-0.0006574836426703291,41
circle_r5_v2,2.0,0.0,0.0,2,family_a_W5,0.004915543027043879,-0.004915543027043879,41
circle_r5_v2,2.0,0.0,0.0,2,family_a_W7,0.01718318091576213,-0.017152755357871714,41
circle_r5_v2,2.0,0.0,0.0,2,family_a_midspan_W5,0.008529515822206126,0.008529515822206126,41
circle_r5_v2,2.0,0.0,0.0,3,forward,0.003331667063436933,-0.0033316670634369336,41
circle_r5_v2,2.0,0.0,0.0,3,central,0.013306692049387843,-0.013306692049387843,41
circle_r5_v2,2.0,0.0,0.0,3,cubic_global,4.288948860441853e-05,-2.454482721971477e-05,41
circle_r5_v2,2.0,0.0,0.0,3,smoothing_spline,0.18338558602362148,-0.019232043667914377,41
circle_r5_v2,2.0,0.0,0.0,3,savgol_w5p2,0.04498796917527519,-0.0449879691752752,41
circle_r5_v2,2.0,0.0,0.0,3,savgol_w7p3,0.0006574836426696844,-0.0006574836426696844,41
circle_r5_v2,2.0,0.0,0.0,3,savgol_w9p3,0.002076041237657728,-0.0020760412376577284,41
circle_r5_v2,2.0,0.0,0.0,3,savgol_w11p3,0.004915543027043614,-0.0049155430270436135,41
circle_r5_v2,2.0,0.0,0.0,3,family_a_W3,0.000657483642670329,-0.0006574836426703291,41
circle_r5_v2,2.0,0.0,0.0,3,family_a_W5,0.004915543027043879,-0.004915543027043879,41
circle_r5_v2,2.0,0.0,0.0,3,family_a_W7,0.01718318091576213,-0.017152755357871714,41
circle_r5_v2,2.0,0.0,0.0,3,family_a_midspan_W5,0.008529515822206126,0.008529515822206126,41
circle_r5_v2,2.0,0.0,0.0,4,forward,0.003331667063436933,-0.0033316670634369336,41
circle_r5_v2,2.0,0.0,0.0,4,central,0.013306692049387843,-0.013306692049387843,41
circle_r5_v2,2.0,0.0,0.0,4,cubic_global,4.288948860441853e-05,-2.454482721971477e-05,41
circle_r5_v2,2.0,0.0,0.0,4,smoothing_spline,0.18338558602362148,-0.019232043667914377,41
circle_r5_v2,2.0,0.0,0.0,4,savgol_w5p2,0.04498796917527519,-0.0449879691752752,41
circle_r5_v2,2.0,0.0,0.0,4,savgol_w7p3,0.0006574836426696844,-0.0006574836426696844,41
circle_r5_v2,2.0,0.0,0.0,4,savgol_w9p3,0.002076041237657728,-0.0020760412376577284,41
circle_r5_v2,2.0,0.0,0.0,4,savgol_w11p3,0.004915543027043614,-0.0049155430270436135,41
circle_r5_v2,2.0,0.0,0.0,4,family_a_W3,0.000657483642670329,-0.0006574836426703291,41
circle_r5_v2,2.0,0.0,0.0,4,family_a_W5,0.004915543027043879,-0.004915543027043879,41
circle_r5_v2,2.0,0.0,0.0,4,family_a_W7,0.01718318091576213,-0.017152755357871714,41
circle_r5_v2,2.0,0.0,0.0,4,family_a_midspan_W5,0.008529515822206126,0.008529515822206126,41
circle_r5_v2,2.0,0.0,0.005,0,forward,0.0033305188556893668,-0.00332983080803182,41
circle_r5_v2,2.0,0.0,0.005,0,central,0.013307254311202114,-0.01330652318825728,41
circle_r5_v2,2.0,0.0,0.005,0,cubic_global,4.2792327692600275e-05,-2.453365428721443e-05,41
circle_r5_v2,2.0,0.0,0.005,0,smoothing_spline,0.1833165285618176,-0.01895950129223847,41
circle_r5_v2,2.0,0.0,0.005,0,savgol_w5p2,0.04946116768380509,-0.04922672819993682,41
circle_r5_v2,2.0,0.0,0.005,0,savgol_w7p3,0.009170131274229528,-0.004974822333574466,41
circle_r5_v2,2.0,0.0,0.005,0,savgol_w9p3,0.008008509820528375,-0.006494726123801087,41
circle_r5_v2,2.0,0.0,0.005,0,savgol_w11p3,0.00994478690063297,-0.009230792270487143,41
circle_r5_v2,2.0,0.0,0.005,0,family_a_W3,0.0006573611688217807,-0.0006573441457162192,41
circle_r5_v2,2.0,0.0,0.005,0,family_a_W5,0.004915549608654646,-0.004915498839071952,41
circle_r5_v2,2.0,0.0,0.005,0,family_a_W7,0.017180362566914433,-0.017148857966816807,41
circle_r5_v2,2.0,0.0,0.005,0,family_a_midspan_W5,0.008529474419046728,0.008529405539126081,41
circle_r5_v2,2.0,0.0,0.005,1,forward,0.0033312386971497627,-0.003330152351118636,41
circle_r5_v2,2.0,0.0,0.005,1,central,0.0133037748408622,-0.013302283773168265,41
circle_r5_v2,2.0,0.0,0.005,1,cubic_global,4.256421343465837e-05,-2.449327931256768e-05,41
circle_r5_v2,2.0,0.0,0.005,1,smoothing_spline,0.1831383268928369,-0.01900767669347957,41
circle_r5_v2,2.0,0.0,0.005,1,savgol_w5p2,0.042797388229774344,-0.04230073718978738,41
circle_r5_v2,2.0,0.0,0.005,1,savgol_w7p3,0.010877508761558068,0.0019382060347021906,41
circle_r5_v2,2.0,0.0,0.005,1,savgol_w9p3,0.006766636253681469,0.0007536099159791734,41
circle_r5_v2,2.0,0.0,0.005,1,savgol_w11p3,0.004605101919933354,-0.002006023167975877,41
circle_r5_v2,2.0,0.0,0.005,1,family_a_W3,0.0006577915364082475,-0.0006577689481922321,41
circle_r5_v2,2.0,0.0,0.005,1,family_a_W5,0.00491447144860996,-0.00491439658969244,41
circle_r5_v2,2.0,0.0,0.005,1,family_a_W7,0.017182847121197123,-0.01715256667236107,41
circle_r5_v2,2.0,0.0,0.005,1,family_a_midspan_W5,0.008526877160312916,0.00852673583736503,41
circle_r5_v2,2.0,0.0,0.005,2,forward,0.003330294956315741,-0.003329329430856695,41
circle_r5_v2,2.0,0.0,0.005,2,central,0.013296329737442995,-0.013295156946388487,41
circle_r5_v2,2.0,0.0,0.005,2,cubic_global,4.221272247684739e-05,-2.4408300784511055e-05,41
circle_r5_v2,2.0,0.0,0.005,2,smoothing_spline,0.18349714519963328,-0.019249697879557055,41
circle_r5_v2,2.0,0.0,0.005,2,savgol_w5p2,0.044378087244236086,-0.0439801648788998,41
circle_r5_v2,2.0,0.0,0.005,2,savgol_w7p3,0.009766182186000796,0.00017144101766572708,41
circle_r5_v2,2.0,0.0,0.005,2,savgol_w9p3,0.006152454430065541,-0.0010987791654394807,41
circle_r5_v2,2.0,0.0,0.005,2,savgol_w11p3,0.005427810828341927,-0.003865915909655775,41
circle_r5_v2,2.0,0.0,0.005,2,family_a_W3,0.0006578280796915179,-0.0006578094522230138,41
circle_r5_v2,2.0,0.0,0.005,2,family_a_W5,0.004917478525323073,-0.004917421902517133,41
circle_r5_v2,2.0,0.0,0.005,2,family_a_W7,0.01718540967973044,-0.01715540258110439,41
circle_r5_v2,2.0,0.0,0.005,2,family_a_midspan_W5,0.008531953727097584,0.008531856247446474,41
circle_r5_v2,2.0,0.0,0.005,3,forward,0.0033283297940018336,-0.003326813042035873,41
circle_r5_v2,2.0,0.0,0.005,3,central,0.013302592486298708,-0.013301068807359581,41
