central_M2_median,central_M2_q1,central_M2_q3,central_M3sm_median,central_M3sm_q1,central_M3sm_q3,central_M4_vs_vhoriz_median,central_M4_vs_vhoriz_q1,central_M4_vs_vhoriz_q3,central_M4_vs_vf_median,central_M4_vs_vf_q1,central_M4_vs_vf_q3,family_a_W5_M2_median,family_a_W5_M2_q1,family_a_W5_M2_q3,family_a_W5_M3sm_median,family_a_W5_M3sm_q1,family_a_W5_M3sm_q3,family_a_W5_M4_vs_vhoriz_median,family_a_W5_M4_vs_vhoriz_q1,family_a_W5_M4_vs_vhoriz_q3,family_a_W5_M4_vs_vf_median,family_a_W5_M4_vs_vf_q1,family_a_W5_M4_vs_vf_q3,family_a_W7_M2_median,family_a_W7_M2_q1,family_a_W7_M2_q3,family_a_W7_M3sm_median,family_a_W7_M3sm_q1,family_a_W7_M3sm_q3,family_a_W7_M4_vs_vhoriz_median,family_a_W7_M4_vs_vhoriz_q1,family_a_W7_M4_vs_vhoriz_q3,family_a_W7_M4_vs_vf_median,family_a_W7_M4_vs_vf_q1,family_a_W7_M4_vs_vf_q3
0.18739998308284717,0.15080307414112679,0.20236485913554492,0.023482717326393177,0.02119408689387914,0.0269844004503372,0.06525578649219572,0.05830312701351051,0.07974534760648075,0.23082308586968658,0.17195693397684725,0.3537339230148743,0.18822052120061256,0.14932465894159228,0.20186579992885473,0.015068990610174112,0.013190179298953313,0.016124480334830976,0.06469612035128547,0.05792178176048771,0.07864764897075331,0.23070395105045696,0.17169611603376259,0.35353564943331506,0.18567228811972739,0.1508203734624366,0.20285618500699928,0.012786968291526356,0.01162372957606864,0.013834481350084646,0.06486773396262525,0.05808703536611857,0.07795479928661919,0.23051312876296987,0.17101835784975292,0.3530907123167045
