ds_factor,effective_hz,noise_sigma,jitter_sigma,method,rmse,n,sequence
1,10.000102401049102,0.2,0.0,savgol_w7p3,1.1809462397759414,10810,dcc05
1,10.000102401049102,0.2,0.0,smoothing_spline_default,0.5054776950495583,10810,dcc05
1,10.000102401049102,0.2,0.0,smoothing_spline_tuned,0.17604482682132566,10810,dcc05
1,10.000102401049102,0.2,0.0,family_a_W5,0.5874224425217976,10810,dcc05
1,10.000102401049102,0.2,0.0,family_a_W7,0.3904661731056336,10810,dcc05
1,10.000503320063805,0.2,0.005,central,1.6261818518245803,10810,dcc05
1,10.000503320063805,0.2,0.005,savgol_w7p3,1.1746244988811962,10810,dcc05
1,10.000503320063805,0.2,0.005,smoothing_spline_default,0.5168401227892463,10810,dcc05
1,10.000503320063805,0.2,0.005,smoothing_spline_tuned,0.17097245166138575,10810,dcc05
1,10.000503320063805,0.2,0.005,family_a_W5,0.585506779639735,10810,dcc05
1,10.000503320063805,0.2,0.005,family_a_W7,0.3937554021140412,10810,dcc05
1,10.017733530891636,0.2,0.02,central,1.9377538611396197,10810,dcc05
1,10.017733530891636,0.2,0.02,savgol_w7p3,1.1757035949638959,10810,dcc05
1,10.017733530891636,0.2,0.02,smoothing_spline_default,0.5194247352133553,10810,dcc05
1,10.017733530891636,0.2,0.02,smoothing_spline_tuned,0.3520258824179021,10810,dcc05
1,10.017733530891636,0.2,0.02,family_a_W5,0.6583804897071399,10810,dcc05
1,10.017733530891636,0.2,0.02,family_a_W7,0.43069253240601135,10810,dcc05
1,10.000102401049102,0.5,0.0,central,3.9326121706859967,10810,dcc05
1,10.000102401049102,0.5,0.0,savgol_w7p3,2.8664337355190597,10810,dcc05
1,10.000102401049102,0.5,0.0,smoothing_spline_default,0.47665016061575494,10810,dcc05
1,10.000102401049102,0.5,0.0,smoothing_spline_tuned,0.1906269034595422,10810,dcc05
1,10.000102401049102,0.5,0.0,family_a_W5,1.3962514480465154,10810,dcc05
1,10.000102401049102,0.5,0.0,family_a_W7,0.8772510061716171,10810,dcc05
1,9.994952611625289,0.5,0.005,central,3.9506094735964465,10810,dcc05
1,9.994952611625289,0.5,0.005,savgol_w7p3,2.8747584904107732,10810,dcc05
1,9.994952611625289,0.5,0.005,smoothing_spline_default,0.4752718827150227,10810,dcc05
1,9.994952611625289,0.5,0.005,smoothing_spline_tuned,0.17862569003333692,10810,dcc05
1,9.994952611625289,0.5,0.005,family_a_W5,1.408370973532014,10810,dcc05
1,9.994952611625289,0.5,0.005,family_a_W7,0.8717651509404435,10810,dcc05
1,9.992996007138514,0.5,0.02,central,4.200185465849984,10810,dcc05
1,9.992996007138514,0.5,0.02,savgol_w7p3,2.8939009099942745,10810,dcc05
1,9.992996007138514,0.5,0.02,smoothing_spline_default,0.4818836310867099,10810,dcc05
1,9.992996007138514,0.5,0.02,smoothing_spline_tuned,0.1839002650920605,10810,dcc05
1,9.992996007138514,0.5,0.02,family_a_W5,1.439311012891401,10810,dcc05
1,9.992996007138514,0.5,0.02,family_a_W7,0.8991563145532091,10810,dcc05
2,5.000035200248164,0.0,0.0,central,0.18471873924423943,5405,dcc05
2,5.000035200248164,0.0,0.0,savgol_w7p3,0.18643256694387556,5405,dcc05
2,5.000035200248164,0.0,0.0,smoothing_spline_default,0.5235731430078194,5405,dcc05
2,5.000035200248164,0.0,0.0,smoothing_spline_tuned,0.1930012890448551,5405,dcc05
2,5.000035200248164,0.0,0.0,family_a_W5,0.17649552024774434,5405,dcc05
2,5.000035200248164,0.0,0.0,family_a_W7,0.16248359168821722,5405,dcc05
2,5.000242702680185,0.0,0.005,central,0.21512006970908296,5405,dcc05
2,5.000242702680185,0.0,0.005,savgol_w7p3,0.18646521033117708,5405,dcc05
2,5.000242702680185,0.0,0.005,smoothing_spline_default,0.5213412888451265,5405,dcc05
2,5.000242702680185,0.0,0.005,smoothing_spline_tuned,0.28748619283136373,5405,dcc05
2,5.000242702680185,0.0,0.005,family_a_W5,0.18049190239055726,5405,dcc05
2,5.000242702680185,0.0,0.005,family_a_W7,0.16433356105517444,5405,dcc05
2,4.984267391394349,0.0,0.02,central,0.4821788197328525,5405,dcc05
2,4.984267391394349,0.0,0.02,savgol_w7p3,0.18695643126888276,5405,dcc05
2,4.984267391394349,0.0,0.02,smoothing_spline_default,0.5223739104126731,5405,dcc05
2,4.984267391394349,0.0,0.02,smoothing_spline_tuned,1.085718886420033,5405,dcc05
2,4.984267391394349,0.0,0.02,family_a_W5,0.22966499945399615,5405,dcc05
2,4.984267391394349,0.0,0.02,family_a_W7,0.1867409495273605,5405,dcc05
2,5.000035200248164,0.05,0.0,central,0.27395327019797827,5405,dcc05
2,5.000035200248164,0.05,0.0,savgol_w7p3,0.23781623340623825,5405,dcc05
2,5.000035200248164,0.05,0.0,smoothing_spline_default,0.5174083944312352,5405,dcc05
2,5.000035200248164,0.05,0.0,smoothing_spline_tuned,0.18845449303177125,5405,dcc05
2,5.000035200248164,0.05,0.0,family_a_W5,0.1900533095800306,5405,dcc05
2,5.000035200248164,0.05,0.0,family_a_W7,0.16862650341352395,5405,dcc05
2,5.001950417034865,0.05,0.005,central,0.29201241694382296,5405,dcc05
2,5.001950417034865,0.05,0.005,savgol_w7p3,0.23665811590208177,5405,dcc05
2,5.001950417034865,0.05,0.005,smoothing_spline_default,0.4909388841139763,5405,dcc05
2,5.001950417034865,0.05,0.005,smoothing_spline_tuned,0.1879897200533549,5405,dcc05
2,5.001950417034865,0.05,0.005,family_a_W5,0.19253911148715006,5405,dcc05
2,5.001950417034865,0.05,0.005,family_a_W7,0.1692528501997508,5405,dcc05
2,5.006754433695112,0.05,0.02,central,0.508013747038092,5405,dcc05
2,5.006754433695112,0.05,0.02,savgol_w7p3,0.2328572472654982,5405,dcc05
2,5.006754433695112,0.05,0.02,smoothing_spline_default,0.5168641261868678,5405,dcc05
2,5.006754433695112,0.05,0.02,smoothing_spline_tuned,0.8020049795385683,5405,dcc05
2,5.006754433695112,0.05,0.02,family_a_W5,0.23742157849986928,5405,dcc05
2,5.006754433695112,0.05,0.02,family_a_W7,0.1879405656486304,5405,dcc05
2,5.000035200248164,0.2,0.0,central,0.8031734518812973,5405,dcc05
2,5.000035200248164,0.2,0.0,savgol_w7p3,0.6006805233067241,5405,dcc05
2,5.000035200248164,0.2,0.0,smoothing_spline_default,0.517092387324203,5405,dcc05
2,5.000035200248164,0.2,0.0,smoothing_spline_tuned,0.178739717533637,5405,dcc05
2,5.000035200248164,0.2,0.0,family_a_W5,0.3301403969081909,5405,dcc05
2,5.000035200248164,0.2,0.0,family_a_W7,0.23747197622322758,5405,dcc05
2,5.002563489629613,0.2,0.005,central,0.8337060197960227,5405,dcc05
2,5.002563489629613,0.2,0.005,savgol_w7p3,0.6151752897721031,5405,dcc05
2,5.002563489629613,0.2,0.005,smoothing_spline_default,0.5118846200379763,5405,dcc05
2,5.002563489629613,0.2,0.005,smoothing_spline_tuned,0.17835137846192767,5405,dcc05
2,5.002563489629613,0.2,0.005,family_a_W5,0.32860865732803823,5405,dcc05
2,5.002563489629613,0.2,0.005,family_a_W7,0.23482687948323613,5405,dcc05
2,5.002355346122102,0.2,0.02,central,0.946303073921765,5405,dcc05
2,5.002355346122102,0.2,0.02,savgol_w7p3,0.6230029123277392,5405,dcc05
2,5.002355346122102,0.2,0.02,smoothing_spline_default,0.5204279485916598,5405,dcc05
2,5.002355346122102,0.2,0.02,smoothing_spline_tuned,0.23288189165299594,5405,dcc05
2,5.002355346122102,0.2,0.02,family_a_W5,0.36644836119035934,5405,dcc05
2,5.002355346122102,0.2,0.02,family_a_W7,0.2536317778096555,5405,dcc05
2,5.000035200248164,0.5,0.0,central,1.996462837539518,5405,dcc05
2,5.000035200248164,0.5,0.0,savgol_w7p3,1.4578775509737079,5405,dcc05
2,5.000035200248164,0.5,0.0,smoothing_spline_default,0.48368438895104,5405,dcc05
2,5.000035200248164,0.5,0.0,smoothing_spline_tuned,0.21400773901602277,5405,dcc05
2,5.000035200248164,0.5,0.0,family_a_W5,0.7137409949873338,5405,dcc05
2,5.000035200248164,0.5,0.0,family_a_W7,0.457055934041088,5405,dcc05
2,5.001847580143325,0.5,0.005,central,2.004806382135221,5405,dcc05
2,5.001847580143325,0.5,0.005,savgol_w7p3,1.4696195698048322,5405,dcc05
2,5.001847580143325,0.5,0.005,smoothing_spline_default,0.4674316005897501,5405,dcc05
2,5.001847580143325,0.5,0.005,smoothing_spline_tuned,0.199456211366113,5405,dcc05
2,5.001847580143325,0.5,0.005,family_a_W5,0.7265743463362196,5405,dcc05
2,5.001847580143325,0.5,0.005,family_a_W7,0.46332541250028136,5405,dcc05
2,5.007276391904273,0.5,0.02,central,2.0353362069739345,5405,dcc05
2,5.007276391904273,0.5,0.02,savgol_w7p3,1.4184366389467844,5405,dcc05
2,5.007276391904273,0.5,0.02,smoothing_spline_default,0.46545043314174633,5405,dcc05
2,5.007276391904273,0.5,0.02,smoothing_spline_tuned,0.19836724000660777,5405,dcc05
2,5.007276391904273,0.5,0.02,family_a_W5,0.711082623007858,5405,dcc05
2,5.007276391904273,0.5,0.02,family_a_W7,0.45890906860398945,5405,dcc05
5,2.0,0.0,0.0,central,0.16239749110592203,2162,dcc05
5,2.0,0.0,0.0,savgol_w7p3,0.15660697674624824,2162,dcc05
5,2.0,0.0,0.0,smoothing_spline_default,0.5066014437103862,2162,dcc05
5,2.0,0.0,0.0,smoothing_spline_tuned,0.18135042441402432,2162,dcc05
5,2.0,0.0,0.0,family_a_W5,0.14339853452971224,2162,dcc05
5,2.0,0.0,0.0,family_a_W7,0.15883783730772422,2162,dcc05
5,2.0000124404176383,0.0,0.005,central,0.1674959228322881,2162,dcc05
5,2.0000124404176383,0.0,0.005,savgol_w7p3,0.1566224683844592,2162,dcc05
5,2.0000124404176383,0.0,0.005,smoothing_spline_default,0.5064868054046983,2162,dcc05
5,2.0000124404176383,0.0,0.005,smoothing_spline_tuned,0.1906535402340462,2162,dcc05
5,2.0000124404176383,0.0,0.005,family_a_W5,0.14413112611278048,2162,dcc05
5,2.0000124404176383,0.0,0.005,family_a_W7,0.15910044754884164,2162,dcc05
5,1.999099388660177,0.0,0.02,central,0.23832444629409996,2162,dcc05
5,1.999099388660177,0.0,0.02,savgol_w7p3,0.1575922586377731,2162,dcc05
5,1.999099388660177,0.0,0.02,smoothing_spline_default,0.5061648382775427,2162,dcc05
5,1.999099388660177,0.0,0.02,smoothing_spline_tuned,0.3752238706194251,2162,dcc05
5,1.999099388660177,0.0,0.02,family_a_W5,0.1577800583756504,2162,dcc05
5,1.999099388660177,0.0,0.02,family_a_W7,0.16586581758056254,2162,dcc05
5,2.0,0.05,0.0,central,0.18004618089993146,2162,dcc05
5,2.0,0.05,0.0,savgol_w7p3,0.16430542309557547,2162,dcc05
5,2.0,0.05,0.0,smoothing_spline_default,0.5061415808708771,2162,dcc05
5,2.0,0.05,0.0,smoothing_spline_tuned,0.1708027929150876,2162,dcc05
5,2.0,0.05,0.0,family_a_W5,0.14468476007886272,2162,dcc05
5,2.0,0.05,0.0,family_a_W7,0.1584534922195898,2162,dcc05
5,2.0000412558180765,0.05,0.005,central,0.18783577444302227,2162,dcc05
5,2.0000412558180765,0.05,0.005,savgol_w7p3,0.1670002951484171,2162,dcc05
5,2.0000412558180765,0.05,0.005,smoothing_spline_default,0.5065220881662138,2162,dcc05
5,2.0000412558180765,0.05,0.005,smoothing_spline_tuned,0.17976885598481443,2162,dcc05
5,2.0000412558180765,0.05,0.005,family_a_W5,0.1460088756034548,2162,dcc05
5,2.0000412558180765,0.05,0.005,family_a_W7,0.15895297453720023,2162,dcc05
5,1.9997907917989042,0.05,0.02,central,0.2532461868566722,2162,dcc05
5,1.9997907917989042,0.05,0.02,savgol_w7p3,0.16752646458555356,2162,dcc05
5,1.9997907917989042,0.05,0.02,smoothing_spline_default,0.5065822450332027,2162,dcc05
5,1.9997907917989042,0.05,0.02,smoothing_spline_tuned,0.3097318007955448,2162,dcc05
5,1.9997907917989042,0.05,0.02,family_a_W5,0.1561676542658879,2162,dcc05
5,1.9997907917989042,0.05,0.02,family_a_W7,0.16381793068898548,2162,dcc05
5,2.0,0.2,0.0,central,0.3587302455987656,2162,dcc05
5,2.0,0.2,0.0,savgol_w7p3,0.27934775686461283,2162,dcc05
5,2.0,0.2,0.0,smoothing_spline_default,0.49632843369477014,2162,dcc05
5,2.0,0.2,0.0,smoothing_spline_tuned,0.17991350366467299,2162,dcc05
5,2.0,0.2,0.0,family_a_W5,0.17854745028816013,2162,dcc05
5,2.0,0.2,0.0,family_a_W7,0.17264596829441023,2162,dcc05
5,2.0010041181384612,0.2,0.005,central,0.3611804465551257,2162,dcc05
5,2.0010041181384612,0.2,0.005,savgol_w7p3,0.2788011475588893,2162,dcc05
5,2.0010041181384612,0.2,0.005,smoothing_spline_default,0.4900219925127757,2162,dcc05
5,2.0010041181384612,0.2,0.005,smoothing_spline_tuned,0.17398924796545268,2162,dcc05
5,2.0010041181384612,0.2,0.005,family_a_W5,0.18085192714037326,2162,dcc05
5,2.0010041181384612,0.2,0.005,family_a_W7,0.17305247958924272,2162,dcc05
5,2.0009452965339403,0.2,0.02,central,0.3912236756473953,2162,dcc05
5,2.0009452965339403,0.2,0.02,savgol_w7p3,0.272583094799851,2162,dcc05
5,2.0009452965339403,0.2,0.02,smoothing_spline_default,0.4949591927502314,2162,dcc05
5,2.0009452965339403,0.2,0.02,smoothing_spline_tuned,0.18179149882178997,2162,dcc05
5,2.0009452965339403,0.2,0.02,family_a_W5,0.18554601233386409,2162,dcc05
5,2.0009452965339403,0.2,0.02,family_a_W7,0.17501420864666278,2162,dcc05
5,2.0,0.5,0.0,central,0.8155855026097352,2162,dcc05
5,2.0,0.5,0.0,savgol_w7p3,0.5947993552728232,2162,dcc05
5,2.0,0.5,0.0,smoothing_spline_default,0.49382714846501224,2162,dcc05
5,2.0,0.5,0.0,smoothing_spline_tuned,0.2559020569043589,2162,dcc05
5,2.0,0.5,0.0,family_a_W5,0.3027915488651281,2162,dcc05
5,2.0,0.5,0.0,family_a_W7,0.23045944432798493,2162,dcc05
5,1.999774570663569,0.5,0.005,central,0.8067343025887631,2162,dcc05
5,1.999774570663569,0.5,0.005,savgol_w7p3,0.5860597090065945,2162,dcc05
5,1.999774570663569,0.5,0.005,smoothing_spline_default,0.47302197948493013,2162,dcc05
5,1.999774570663569,0.5,0.005,smoothing_spline_tuned,0.2623984485213274,2162,dcc05
5,1.999774570663569,0.5,0.005,family_a_W5,0.3070230405675816,2162,dcc05
5,1.999774570663569,0.5,0.005,family_a_W7,0.23200425177055395,2162,dcc05
5,1.9981862661852232,0.5,0.02,central,0.8284292047405857,2162,dcc05
5,1.9981862661852232,0.5,0.02,savgol_w7p3,0.608700618635577,2162,dcc05
5,1.9981862661852232,0.5,0.02,smoothing_spline_default,0.47789736065587013,2162,dcc05
5,1.9981862661852232,0.5,0.02,smoothing_spline_tuned,0.2206824096383826,2162,dcc05
5,1.9981862661852232,0.5,0.02,family_a_W5,0.31615383268940883,2162,dcc05
5,1.9981862661852232,0.5,0.02,family_a_W7,0.232345771631737,2162,dcc05
10,1.0000062720393599,0.0,0.0,central,0.14965673801340787,1081,dcc05
10,1.0000062720393599,0.0,0.0,savgol_w7p3,0.15058324301916484,1081,dcc05
10,1.0000062720393599,0.0,0.0,smoothing_spline_default,0.5123776439717281,1081,dcc05
10,1.0000062720393599,0.0,0.0,smoothing_spline_tuned,0.17132576832884763,1081,dcc05
10,1.0000062720393599,0.0,0.0,family_a_W5,0.2112496235319545,1081,dcc05
10,1.0000062720393599,0.0,0.0,family_a_W7,0.2885576218435209,1081,dcc05
10,1.0000436069291945,0.0,0.005,central,0.15054453806775378,1081,dcc05
10,1.0000436069291945,0.0,0.005,savgol_w7p3,0.150625659406626,1081,dcc05
10,1.0000436069291945,0.0,0.005,smoothing_spline_default,0.5190365683715944,1081,dcc05
10,1.0000436069291945,0.0,0.005,smoothing_spline_tuned,0.17768729685023746,1081,dcc05
10,1.0000436069291945,0.0,0.005,family_a_W5,0.21139168074128473,1081,dcc05
10,1.0000436069291945,0.0,0.005,family_a_W7,0.28857287268327875,1081,dcc05
10,0.999619412870621,0.0,0.02,central,0.17384138981940647,1081,dcc05
10,0.999619412870621,0.0,0.02,savgol_w7p3,0.1511171990252601,1081,dcc05
10,0.999619412870621,0.0,0.02,smoothing_spline_default,0.5181121760152568,1081,dcc05
10,0.999619412870621,0.0,0.02,smoothing_spline_tuned,0.2184429428019278,1081,dcc05
10,0.999619412870621,0.0,0.02,family_a_W5,0.2134212955663318,1081,dcc05
10,0.999619412870621,0.0,0.02,family_a_W7,0.28974450274843055,1081,dcc05
10,1.0000062720393599,0.05,0.0,central,0.15575112707493088,1081,dcc05
10,1.0000062720393599,0.05,0.0,savgol_w7p3,0.1541050872944754,1081,dcc05
10,1.0000062720393599,0.05,0.0,smoothing_spline_default,0.5126733376560842,1081,dcc05
10,1.0000062720393599,0.05,0.0,smoothing_spline_tuned,0.1830446893638567,1081,dcc05
10,1.0000062720393599,0.05,0.0,family_a_W5,0.21217120673524748,1081,dcc05
10,1.0000062720393599,0.05,0.0,family_a_W7,0.288988401492848,1081,dcc05
10,1.0001371390187512,0.05,0.005,central,0.15560413178050447,1081,dcc05
10,1.0001371390187512,0.05,0.005,savgol_w7p3,0.15231583343286764,1081,dcc05
10,1.0001371390187512,0.05,0.005,smoothing_spline_default,0.5116728616634574,1081,dcc05
10,1.0001371390187512,0.05,0.005,smoothing_spline_tuned,0.18184476521709095,1081,dcc05
10,1.0001371390187512,0.05,0.005,family_a_W5,0.21108348007280478,1081,dcc05
10,1.0001371390187512,0.05,0.005,family_a_W7,0.2877221954183987,1081,dcc05
10,0.9998888508915066,0.05,0.02,central,0.17754525045678435,1081,dcc05
10,0.9998888508915066,0.05,0.02,savgol_w7p3,0.1531745533029859,1081,dcc05
10,0.9998888508915066,0.05,0.02,smoothing_spline_default,0.511518601264765,1081,dcc05
10,0.9998888508915066,0.05,0.02,smoothing_spline_tuned,0.18196398205147152,1081,dcc05
10,0.9998888508915066,0.05,0.02,family_a_W5,0.2124518866468795,1081,dcc05
10,0.9998888508915066,0.05,0.02,family_a_W7,0.2883552706050557,1081,dcc05
10,1.0000062720393599,0.2,0.0,central,0.2205486214109865,1081,dcc05
10,1.0000062720393599,0.2,0.0,savgol_w7p3,0.1888717559830131,1081,dcc05
10,1.0000062720393599,0.2,0.0,smoothing_spline_default,0.5114496649456849,1081,dcc05
10,1.0000062720393599,0.2,0.0,smoothing_spline_tuned,0.21067647277269655,1081,dcc05
10,1.0000062720393599,0.2,0.0,family_a_W5,0.2171433564387242,1081,dcc05
10,1.0000062720393599,0.2,0.0,family_a_W7,0.28913915067768775,1081,dcc05
10,0.9998808518947839,0.2,0.005,central,0.21898026274560414,1081,dcc05
10,0.9998808518947839,0.2,0.005,savgol_w7p3,0.18846626462430716,1081,dcc05
10,0.9998808518947839,0.2,0.005,smoothing_spline_default,0.5004188402644383,1081,dcc05
10,0.9998808518947839,0.2,0.005,smoothing_spline_tuned,0.21533413950040547,1081,dcc05
10,0.9998808518947839,0.2,0.005,family_a_W5,0.21663311411117167,1081,dcc05
10,0.9998808518947839,0.2,0.005,family_a_W7,0.2912625172994316,1081,dcc05
10,0.9999782457058854,0.2,0.02,central,0.22851878107604728,1081,dcc05
10,0.9999782457058854,0.2,0.02,savgol_w7p3,0.189328962256174,1081,dcc05
10,0.9999782457058854,0.2,0.02,smoothing_spline_default,0.5180048838697608,1081,dcc05
10,0.9999782457058854,0.2,0.02,smoothing_spline_tuned,0.21218830406436442,1081,dcc05
10,0.9999782457058854,0.2,0.02,family_a_W5,0.21798024880218003,1081,dcc05
10,0.9999782457058854,0.2,0.02,family_a_W7,0.28813916058240097,1081,dcc05
10,1.0000062720393599,0.5,0.0,central,0.4243117374708576,1081,dcc05
10,1.0000062720393599,0.5,0.0,savgol_w7p3,0.32335724457044224,1081,dcc05
10,1.0000062720393599,0.5,0.0,smoothing_spline_default,0.47283866823003495,1081,dcc05
10,1.0000062720393599,0.5,0.0,smoothing_spline_tuned,0.29814908807690554,1081,dcc05
10,1.0000062720393599,0.5,0.0,family_a_W5,0.24668398823676269,1081,dcc05
10,1.0000062720393599,0.5,0.0,family_a_W7,0.29700502619685165,1081,dcc05
10,1.0001705473228053,0.5,0.005,central,0.4360123766699519,1081,dcc05
10,1.0001705473228053,0.5,0.005,savgol_w7p3,0.33965626441938324,1081,dcc05
10,1.0001705473228053,0.5,0.005,smoothing_spline_default,0.47578408872429945,1081,dcc05
10,1.0001705473228053,0.5,0.005,smoothing_spline_tuned,0.2696556011101012,1081,dcc05
10,1.0001705473228053,0.5,0.005,family_a_W5,0.24650867533332488,1081,dcc05
10,1.0001705473228053,0.5,0.005,family_a_W7,0.2965710122651931,1081,dcc05
10,0.9995459244165591,0.5,0.02,central,0.43268755951880117,1081,dcc05
10,0.9995459244165591,0.5,0.02,savgol_w7p3,0.3322872573027448,1081,dcc05
10,0.9995459244165591,0.5,0.02,smoothing_spline_default,0.46820572790504883,1081,dcc05
10,0.9995459244165591,0.5,0.02,smoothing_spline_tuned,0.2876366748684754,1081,dcc05
10,0.9995459244165591,0.5,0.02,family_a_W5,0.25978424618393925,1081,dcc05
10,0.9995459244165591,0.5,0.02,family_a_W7,0.3003863549991803,1081,dcc05
1,10.00010240106047,0.0,0.0,central,0.0284781938100593,12477,kaist05
1,10.00010240106047,0.0,0.0,savgol_w7p3,0.02605303042292329,12477,kaist05
1,10.00010240106047,0.0,0.0,smoothing_spline_default,0.5917855975002793,12477,kaist05
1,10.00010240106047,0.0,0.0,smoothing_spline_tuned,0.025863561776061673,12477,kaist05
1,10.00010240106047,0.0,0.0,family_a_W5,0.024181498123726806,12477,kaist05
1,10.00010240106047,0.0,0.0,family_a_W7,0.03285941984788392,12477,kaist05
1,10.005146337968394,0.0,0.005,central,0.20722651284745358,12477,kaist05
1,10.005146337968394,0.0,0.005,savgol_w7p3,0.026288845088277037,12477,kaist05
1,10.005146337968394,0.0,0.005,smoothing_spline_default,0.5916169750406617,12477,kaist05
1,10.005146337968394,0.0,0.005,smoothing_spline_tuned,0.4102545647476989,12477,kaist05
1,10.005146337968394,0.0,0.005,family_a_W5,0.07627410879802082,12477,kaist05
1,10.005146337968394,0.0,0.005,family_a_W7,0.055197517426856545,12477,kaist05
1,9.996456324036789,0.0,0.02,central,0.9164018082305189,12477,kaist05
1,9.996456324036789,0.0,0.02,savgol_w7p3,0.06117028800031257,12477,kaist05
1,9.996456324036789,0.0,0.02,smoothing_spline_default,0.5884543732236857,12477,kaist05
1,9.996456324036789,0.0,0.02,smoothing_spline_tuned,7.00532349649523,12477,kaist05
1,9.996456324036789,0.0,0.02,family_a_W5,0.28650214792023454,12477,kaist05
1,9.996456324036789,0.0,0.02,family_a_W7,0.1804022639867728,12477,kaist05
1,10.00010240106047,0.05,0.0,central,0.3613959881305605,12477,kaist05
1,10.00010240106047,0.05,0.0,savgol_w7p3,0.25950070022851524,12477,kaist05
1,10.00010240106047,0.05,0.0,smoothing_spline_default,0.5889107737805698,12477,kaist05
1,10.00010240106047,0.05,0.0,smoothing_spline_tuned,0.0655284805787193,12477,kaist05
1,10.00010240106047,0.05,0.0,family_a_W5,0.12587193034971692,12477,kaist05
1,10.00010240106047,0.05,0.0,family_a_W7,0.08256391075044084,12477,kaist05
1,10.001155979243265,0.05,0.005,central,0.41460806419716373,12477,kaist05
1,10.001155979243265,0.05,0.005,savgol_w7p3,0.2575359327448421,12477,kaist05
1,10.001155979243265,0.05,0.005,smoothing_spline_default,0.5890855807772234,12477,kaist05
1,10.001155979243265,0.05,0.005,smoothing_spline_tuned,0.07378841856906973,12477,kaist05
1,10.001155979243265,0.05,0.005,family_a_W5,0.14489363382622883,12477,kaist05
1,10.001155979243265,0.05,0.005,family_a_W7,0.0955452446040517,12477,kaist05
1,9.996433910773304,0.05,0.02,central,0.9779214510482889,12477,kaist05
1,9.996433910773304,0.05,0.02,savgol_w7p3,0.2658632855281146,12477,kaist05
1,9.996433910773304,0.05,0.02,smoothing_spline_default,0.5789938228662505,12477,kaist05
1,9.996433910773304,0.05,0.02,smoothing_spline_tuned,2.6976258058035953,12477,kaist05
1,9.996433910773304,0.05,0.02,family_a_W5,0.3100519760002958,12477,kaist05
1,9.996433910773304,0.05,0.02,family_a_W7,0.19388944074068085,12477,kaist05
1,10.00010240106047,0.2,0.0,central,1.4111967919404116,12477,kaist05
1,10.00010240106047,0.2,0.0,savgol_w7p3,1.0306649633260563,12477,kaist05
1,10.00010240106047,0.2,0.0,smoothing_spline_default,0.5802149073344779,12477,kaist05
1,10.00010240106047,0.2,0.0,smoothing_spline_tuned,0.12140416075370947,12477,kaist05
1,10.00010240106047,0.2,0.0,family_a_W5,0.49869317750676356,12477,kaist05
1,10.00010240106047,0.2,0.0,family_a_W7,0.3081587212068699,12477,kaist05
1,10.006584319535477,0.2,0.005,central,1.4240436809457757,12477,kaist05
1,10.006584319535477,0.2,0.005,savgol_w7p3,1.0248996982679532,12477,kaist05
1,10.006584319535477,0.2,0.005,smoothing_spline_default,0.5854483478672937,12477,kaist05
1,10.006584319535477,0.2,0.005,smoothing_spline_tuned,0.12322169135672197,12477,kaist05
1,10.006584319535477,0.2,0.005,family_a_W5,0.500141423517732,12477,kaist05
1,10.006584319535477,0.2,0.005,family_a_W7,0.307074410653779,12477,kaist05
1,10.01797629970764,0.2,0.02,central,1.7527444435073802,12477,kaist05
1,10.01797629970764,0.2,0.02,savgol_w7p3,1.03363867638654,12477,kaist05
1,10.01797629970764,0.2,0.02,smoothing_spline_default,0.584702787955376,12477,kaist05
1,10.01797629970764,0.2,0.02,smoothing_spline_tuned,0.21023539601348465,12477,kaist05
1,10.01797629970764,0.2,0.02,family_a_W5,0.5691630368104597,12477,kaist05
1,10.01797629970764,0.2,0.02,family_a_W7,0.3538249547383208,12477,kaist05
1,10.00010240106047,0.5,0.0,central,3.4283774814572303,12477,kaist05
1,10.00010240106047,0.5,0.0,savgol_w7p3,2.501561006642072,12477,kaist05
1,10.00010240106047,0.5,0.0,smoothing_spline_default,0.5501917822382588,12477,kaist05
1,10.00010240106047,0.5,0.0,smoothing_spline_tuned,0.17237352322905886,12477,kaist05
1,10.00010240106047,0.5,0.0,family_a_W5,1.2122223186011276,12477,kaist05
1,10.00010240106047,0.5,0.0,family_a_W7,0.7509144483496463,12477,kaist05
1,9.997875877174543,0.5,0.005,central,3.4343468770963024,12477,kaist05
1,9.997875877174543,0.5,0.005,savgol_w7p3,2.518470620138308,12477,kaist05
1,9.997875877174543,0.5,0.005,smoothing_spline_default,0.5471896547331672,12477,kaist05
1,9.997875877174543,0.5,0.005,smoothing_spline_tuned,0.1727931417542014,12477,kaist05
1,9.997875877174543,0.5,0.005,family_a_W5,1.2396356856301054,12477,kaist05
1,9.997875877174543,0.5,0.005,family_a_W7,0.7687850409588248,12477,kaist05
1,9.978902688075456,0.5,0.02,central,3.71992404332995,12477,kaist05
1,9.978902688075456,0.5,0.02,savgol_w7p3,2.5350380775076173,12477,kaist05
1,9.978902688075456,0.5,0.02,smoothing_spline_default,0.5445974380743019,12477,kaist05
1,9.978902688075456,0.5,0.02,smoothing_spline_tuned,0.18904246799683871,12477,kaist05
1,9.978902688075456,0.5,0.02,family_a_W5,1.261050677370167,12477,kaist05
1,9.978902688075456,0.5,0.02,family_a_W7,0.7840347317797435,12477,kaist05
2,5.000057600663991,0.0,0.0,central,0.025779380360311157,6239,kaist05
2,5.000057600663991,0.0,0.0,savgol_w7p3,0.03180291104677322,6239,kaist05
2,5.000057600663991,0.0,0.0,smoothing_spline_default,0.5860757644161404,6239,kaist05
