ds_factor,effective_hz,noise_sigma,jitter_sigma,method,rmse,n,sequence
2,5.000428427985964,0.0,0.005,family_a_W5,0.08744681780352381,10720,bridge01
2,5.000428427985964,0.0,0.005,family_a_W7,0.06517456723848465,10720,bridge01
2,5.002382134327339,0.0,0.02,central,0.907532578720833,10720,bridge01
2,5.002382134327339,0.0,0.02,savgol_w7p3,0.051226240853621034,10720,bridge01
2,5.002382134327339,0.0,0.02,smoothing_spline_default,0.5081233177131036,10720,bridge01
2,5.002382134327339,0.0,0.02,smoothing_spline_tuned,2.1061190922906143,10720,bridge01
2,5.002382134327339,0.0,0.02,family_a_W5,0.31222673319267946,10720,bridge01
2,5.002382134327339,0.0,0.02,family_a_W7,0.194226372590387,10720,bridge01
2,4.999987200036256,0.05,0.0,central,0.19712884109148734,10720,bridge01
2,4.999987200036256,0.05,0.0,savgol_w7p3,0.1469299911998517,10720,bridge01
2,4.999987200036256,0.05,0.0,smoothing_spline_default,0.5127713476372951,10720,bridge01
2,4.999987200036256,0.05,0.0,smoothing_spline_tuned,0.07025052209732771,10720,bridge01
2,4.999987200036256,0.05,0.0,family_a_W5,0.076774481565603,10720,bridge01
2,4.999987200036256,0.05,0.0,family_a_W7,0.060437179958292994,10720,bridge01
2,5.002203183240668,0.05,0.005,central,0.2951497573601561,10720,bridge01
2,5.002203183240668,0.05,0.005,savgol_w7p3,0.14353143485708028,10720,bridge01
2,5.002203183240668,0.05,0.005,smoothing_spline_default,0.5126014190447115,10720,bridge01
2,5.002203183240668,0.05,0.005,smoothing_spline_tuned,0.23219411030346324,10720,bridge01
2,5.002203183240668,0.05,0.005,family_a_W5,0.10845472383530037,10720,bridge01
2,5.002203183240668,0.05,0.005,family_a_W7,0.07662363193478927,10720,bridge01
2,5.002807910660961,0.05,0.02,central,0.919637445689014,10720,bridge01
2,5.002807910660961,0.05,0.02,savgol_w7p3,0.14452863209432767,10720,bridge01
2,5.002807910660961,0.05,0.02,smoothing_spline_default,0.5095308926739293,10720,bridge01
2,5.002807910660961,0.05,0.02,smoothing_spline_tuned,2.0028157052562423,10720,bridge01
2,5.002807910660961,0.05,0.02,family_a_W5,0.31182141870786156,10720,bridge01
2,5.002807910660961,0.05,0.02,family_a_W7,0.19776797329682902,10720,bridge01
2,4.999987200036256,0.2,0.0,central,0.7580397903450077,10720,bridge01
2,4.999987200036256,0.2,0.0,savgol_w7p3,0.551323735819295,10720,bridge01
2,4.999987200036256,0.2,0.0,smoothing_spline_default,0.5130079096750746,10720,bridge01
2,4.999987200036256,0.2,0.0,smoothing_spline_tuned,0.11434625551819078,10720,bridge01
2,4.999987200036256,0.2,0.0,family_a_W5,0.26589830021410177,10720,bridge01
2,4.999987200036256,0.2,0.0,family_a_W7,0.16755556440151953,10720,bridge01
2,5.0016319123862285,0.2,0.005,central,0.7732711740456157,10720,bridge01
2,5.0016319123862285,0.2,0.005,savgol_w7p3,0.541498847491379,10720,bridge01
2,5.0016319123862285,0.2,0.005,smoothing_spline_default,0.5087162964675632,10720,bridge01
2,5.0016319123862285,0.2,0.005,smoothing_spline_tuned,0.11332681702961753,10720,bridge01
2,5.0016319123862285,0.2,0.005,family_a_W5,0.2733415631261279,10720,bridge01
2,5.0016319123862285,0.2,0.005,family_a_W7,0.16943153872347935,10720,bridge01
2,4.999005499668126,0.2,0.02,central,1.1681499617122164,10720,bridge01
2,4.999005499668126,0.2,0.02,savgol_w7p3,0.5393540510374675,10720,bridge01
2,4.999005499668126,0.2,0.02,smoothing_spline_default,0.5058520086234182,10720,bridge01
2,4.999005499668126,0.2,0.02,smoothing_spline_tuned,0.8819980086277792,10720,bridge01
2,4.999005499668126,0.2,0.02,family_a_W5,0.3985201254686122,10720,bridge01
2,4.999005499668126,0.2,0.02,family_a_W7,0.24851615414968192,10720,bridge01
2,4.999987200036256,0.5,0.0,central,1.8626185140615306,10720,bridge01
2,4.999987200036256,0.5,0.0,savgol_w7p3,1.3482886406274177,10720,bridge01
2,4.999987200036256,0.5,0.0,smoothing_spline_default,0.47169006013794346,10720,bridge01
2,4.999987200036256,0.5,0.0,smoothing_spline_tuned,0.2004422155549379,10720,bridge01
2,4.999987200036256,0.5,0.0,family_a_W5,0.6363173548443778,10720,bridge01
2,4.999987200036256,0.5,0.0,family_a_W7,0.3908929639700385,10720,bridge01
2,5.000994074568616,0.5,0.005,central,1.8705653846813115,10720,bridge01
2,5.000994074568616,0.5,0.005,savgol_w7p3,1.3494287119463677,10720,bridge01
2,5.000994074568616,0.5,0.005,smoothing_spline_default,0.47206410875305804,10720,bridge01
2,5.000994074568616,0.5,0.005,smoothing_spline_tuned,0.17677034508739392,10720,bridge01
2,5.000994074568616,0.5,0.005,family_a_W5,0.6533757049911206,10720,bridge01
