ds_factor,noise_sigma,jitter_sigma,method,median,q1,q3
1,0.05,0.02,savgol_w7p3,0.30174660509184703,0.2831101859365669,0.3226110424174913
1,0.05,0.02,smoothing_spline_default,0.5095328266382058,0.504555213567335,0.5241690384185156
1,0.05,0.02,smoothing_spline_tuned,2.497897406740927,1.6773541251355617,4.35271689647487
1,0.2,0.0,central,1.5559393367278478,1.5034364020050297,1.6114271568982899
1,0.2,0.0,family_a_W5,0.5454771197412718,0.5199122838882859,0.5797773071305394
1,0.2,0.0,family_a_W7,0.3379050644922159,0.3220466399663025,0.35881418458030256
1,0.2,0.0,savgol_w7p3,1.1254264932740279,1.0891717818198787,1.170343211301445
1,0.2,0.0,smoothing_spline_default,0.49779097357950935,0.4910126276946114,0.5049825839963349
1,0.2,0.0,smoothing_spline_tuned,0.104455681591438,0.0954798258748852,0.11801169799743319
1,0.2,0.005,central,1.596819024182424,1.539773365814997,1.6231661660298313
1,0.2,0.005,family_a_W5,0.551463588879276,0.5352406235288218,0.5775912998052076
1,0.2,0.005,family_a_W7,0.3418886512699795,0.33140949945428594,0.3602923604193037
1,0.2,0.005,savgol_w7p3,1.1176573450028697,1.0961063071832384,1.1642117663219678
1,0.2,0.005,smoothing_spline_default,0.5023622606491795,0.491739665716442,0.5151918807431638
1,0.2,0.005,smoothing_spline_tuned,0.10334579446581407,0.10074425323578944,0.11882370076315052
1,0.2,0.02,central,1.9161822490010505,1.7882109918461555,2.137159129462922
1,0.2,0.02,family_a_W5,0.6405011974320565,0.582527753897088,0.694412698317541
1,0.2,0.02,family_a_W7,0.4081268116304556,0.3617589887674656,0.4365986757923769
1,0.2,0.02,savgol_w7p3,1.1230262810502567,1.1010547700368079,1.1658911927861324
1,0.2,0.02,smoothing_spline_default,0.49754868475686553,0.49011530241367074,0.5151984428875218
1,0.2,0.02,smoothing_spline_tuned,0.28113063921569337,0.1500133899114015,0.7433038574291932
1,0.5,0.0,central,3.9095420552833,3.7437796593483395,3.9509568304550746
1,0.5,0.0,family_a_W5,1.335057874884397,1.3045787558132258,1.3863160668591272
1,0.5,0.0,family_a_W7,0.8310733275088062,0.8096174027313005,0.8694779893454783
1,0.5,0.0,savgol_w7p3,2.8237168496754323,2.691632843750846,2.8660565844600807
1,0.5,0.0,smoothing_spline_default,0.47101383298836563,0.46167018938295323,0.47651613593006487
