scenario,method,fs,noise_sigma,rmse_med,rmse_iqr,bias_med,n_seeds
circle_r5_v2,savgol_w7p3,2.0,0.0,0.004541637626707819,0.008959685815388294,-0.0006574836426696844,10
circle_r5_v2,savgol_w7p3,2.0,0.01,0.00981572522093299,0.002171167566223972,-0.00018155280434501412,10
circle_r5_v2,savgol_w7p3,2.0,0.05,0.04478339112938133,0.011928343927641909,0.0027545027045451182,10
circle_r5_v2,savgol_w7p3,2.0,0.2,0.18411069451837242,0.04351706325706356,0.018893737978225997,10
circle_r5_v2,savgol_w7p3,5.0,0.0,0.011593372779685309,0.02486162881584601,-1.7001593344540173e-05,10
circle_r5_v2,savgol_w7p3,5.0,0.01,0.028478963262386033,0.009113990443483815,0.0003284808836932575,10
circle_r5_v2,savgol_w7p3,5.0,0.05,0.12376579757493134,0.01178392622845964,0.004150097379660494,10
circle_r5_v2,savgol_w7p3,5.0,0.2,0.48796305662824047,0.05198400421458621,0.06822391049814688,10
circle_r5_v2,savgol_w7p3,10.0,0.0,0.024063809358908693,0.04924498284704761,-1.064125735330656e-06,10
circle_r5_v2,savgol_w7p3,10.0,0.01,0.058920044980099014,0.017314044216530385,0.0007031051869826685,10
circle_r5_v2,savgol_w7p3,10.0,0.05,0.2549957372159568,0.018018131125410203,0.016388769213819356,10
circle_r5_v2,savgol_w7p3,10.0,0.2,0.9657112311992577,0.04426889898850761,0.2722799520628696,10
circle_r5_v2,savgol_w7p3,50.0,0.0,0.12348710696120987,0.2509703089249906,-1.7033402260502748e-09,10
circle_r5_v2,savgol_w7p3,50.0,0.01,0.3020457729034632,0.09618389214923773,0.01632780108216571,10
circle_r5_v2,savgol_w7p3,50.0,0.05,1.1896736193704691,0.024595477566933477,0.4516183730194606,10
circle_r5_v2,savgol_w7p3,50.0,0.2,5.756714056657405,0.07601979835563277,4.616007526293365,10
circle_r5_v2,smoothing_spline,2.0,0.0,0.18338558602362148,5.1793096352920065e-05,-0.019232043667914377,10
circle_r5_v2,smoothing_spline,2.0,0.01,0.1832799489391631,0.00020799944209920485,-0.018866111071019886,10
circle_r5_v2,smoothing_spline,2.0,0.05,0.18308293285316357,0.001038606646981799,-0.01766586944545274,10
circle_r5_v2,smoothing_spline,2.0,0.2,0.1828690486731966,0.005075193468405403,-0.013214522606694389,10
circle_r5_v2,smoothing_spline,5.0,0.0,0.17272572166452038,0.00011365101936783306,0.010128243718620472,10
circle_r5_v2,smoothing_spline,5.0,0.01,0.172710616875988,0.00011292847429919539,0.010143850406600794,10
circle_r5_v2,smoothing_spline,5.0,0.05,0.1729038665925,0.0007061451903878635,0.010208514384258903,10
circle_r5_v2,smoothing_spline,5.0,0.2,0.17437846093760154,0.004030883058143586,0.010482892423280422,10
circle_r5_v2,smoothing_spline,10.0,0.0,0.1698249875361277,2.1591816317778623e-05,0.010354991611995271,10
circle_r5_v2,smoothing_spline,10.0,0.01,0.16976974424993188,0.00012471236152578058,0.010286521736042054,10
circle_r5_v2,smoothing_spline,10.0,0.05,0.1695778743844083,0.0007394065411040762,0.010015193533163321,10
circle_r5_v2,smoothing_spline,10.0,0.2,0.1692741779732866,0.002081808851754685,0.009034268241663925,10
circle_r5_v2,smoothing_spline,50.0,0.0,0.16739308688756427,1.8357273850411193e-05,0.010568777774577839,10
circle_r5_v2,smoothing_spline,50.0,0.01,0.1674060979989219,9.797077658824094e-05,0.010518727428696948,10
circle_r5_v2,smoothing_spline,50.0,0.05,0.16746013881020355,0.00038748171674043985,0.01031909340001197,10
circle_r5_v2,smoothing_spline,50.0,0.2,0.16770351157697677,0.001472131921389036,0.009578551600507364,10
stop_go,central,2.0,0.0,0.10177550822268241,0.0006685204242078968,6.994672950865874e-12,10
stop_go,central,2.0,0.01,0.10209250322028934,0.0032441630121299025,0.0005694813154309456,10
stop_go,central,2.0,0.05,0.12214370899496646,0.009897310512944124,0.007771032979101084,10
stop_go,central,2.0,0.2,0.3019833273177952,0.023358362760628304,0.05784219701490001,10
stop_go,central,5.0,0.0,0.018554373248269574,0.002566812772114291,2.120809610653479e-14,10
stop_go,central,5.0,0.01,0.04061953100437814,0.005642406689159676,0.0045312197349767405,10
stop_go,central,5.0,0.05,0.1852460008358202,0.021293227319060776,0.0379794342955606,10
stop_go,central,5.0,0.2,0.7537486186796463,0.07870608317579031,0.22440437974939678,10
stop_go,central,10.0,0.0,0.007319726551337613,0.006408340327056566,1.4631246706203113e-14,10
stop_go,central,10.0,0.01,0.07487856838986484,0.003962843199607977,0.011207861878520582,10
stop_go,central,10.0,0.05,0.380409335688349,0.022483379720744157,0.08853727955595844,10
stop_go,central,10.0,0.2,1.521158203589203,0.08499453068878049,0.5667476950197025,10
stop_go,central,50.0,0.0,0.004677656130568028,0.009492024061676554,-2.2990150267935663e-14,10
stop_go,central,50.0,0.01,0.3822447455127934,0.014590870615503737,0.09638217657254683,10
stop_go,central,50.0,0.05,1.9393665433588265,0.08083137374127292,0.8314639978478224,10
stop_go,central,50.0,0.2,8.199266193348592,0.5208815586598252,6.159954342862215,10
stop_go,cubic_global,2.0,0.0,0.012300680318364007,9.522525772626828e-05,-6.559133054659138e-10,10
stop_go,cubic_global,2.0,0.01,0.026366635489512447,0.0027589467522185322,0.0019259508893164868,10
stop_go,cubic_global,2.0,0.05,0.11906811512935031,0.006225695944044124,0.02182222703835099,10
stop_go,cubic_global,2.0,0.2,0.49388509580537876,0.02901748902294249,0.12455397641623442,10
stop_go,cubic_global,5.0,0.0,0.0005128035843194846,3.4042674924866074e-05,-1.6333181259230827e-15,10
stop_go,cubic_global,5.0,0.01,0.06135066145371215,0.005867586891537997,0.009257311232048197,10
stop_go,cubic_global,5.0,0.05,0.3147663975804412,0.026710440249712364,0.07555923460904973,10
stop_go,cubic_global,5.0,0.2,1.290875242800721,0.10124281409753788,0.46946255614132737,10
stop_go,cubic_global,10.0,0.0,4.078366470797237e-05,2.009430456053009e-05,4.363154402658813e-15,10
stop_go,cubic_global,10.0,0.01,0.12453034748659905,0.0046272681288509615,0.022090148638731925,10
stop_go,cubic_global,10.0,0.05,0.6386190546718467,0.020450075230179943,0.17309006518647685,10
stop_go,cubic_global,10.0,0.2,2.5110662302051097,0.0852565875470388,1.2245128116009125,10
stop_go,cubic_global,50.0,0.0,3.0589955667387847e-06,1.3277561273923538e-05,-2.3986824341601004e-14,10
stop_go,cubic_global,50.0,0.01,1.4381233513738605,3.7680664726817596,0.3490847227140455,10
stop_go,cubic_global,50.0,0.05,8.015504627334465,20.64325643409208,3.0644527032076727,10
stop_go,cubic_global,50.0,0.2,34.28985044872398,83.32328610330299,17.89850509096094,10
stop_go,family_a_W3,2.0,0.0,0.1323691338845946,9.469376480727987e-05,0.011455899975564895,10
stop_go,family_a_W3,2.0,0.01,0.13181119059588342,0.003075094125689931,0.011167410042362522,10
stop_go,family_a_W3,2.0,0.05,0.13730091496198643,0.014748034742720656,0.015003803949948883,10
stop_go,family_a_W3,2.0,0.2,0.2399700146649481,0.03967626203893815,0.048549066601819,10
stop_go,family_a_W3,5.0,0.0,0.010270668300609163,0.00012985597448576108,-3.7816971776294395e-15,10
stop_go,family_a_W3,5.0,0.01,0.026595368685631095,0.003141534085216297,0.0029897286281499328,10
stop_go,family_a_W3,5.0,0.05,0.1289171907042268,0.018017123925661016,0.025280220659317065,10
stop_go,family_a_W3,5.0,0.2,0.527579159060918,0.07460900115279467,0.1447164912610105,10
stop_go,family_a_W3,10.0,0.0,0.000848507686261962,2.5655053396941244e-05,2.7118219967153164e-14,10
stop_go,family_a_W3,10.0,0.01,0.05158524341624771,0.002625557583279016,0.007264175748707143,10
stop_go,family_a_W3,10.0,0.05,0.26335921137825763,0.01626269964577909,0.05914853426407637,10
stop_go,family_a_W3,10.0,0.2,1.075008496958714,0.08041878787767809,0.3617723969549376,10
stop_go,family_a_W3,50.0,0.0,9.996078182884356e-06,1.7426108612390253e-05,3.474432869514906e-14,10
stop_go,family_a_W3,50.0,0.01,0.27281964080192933,0.009300009821247734,0.062465208371105134,10
stop_go,family_a_W3,50.0,0.05,1.398041223329724,0.053166268585782106,0.5197840456561642,10
stop_go,family_a_W3,50.0,0.2,5.660717620049745,0.16590982227570716,3.8847869169491833,10
stop_go,family_a_W5,2.0,0.0,0.3395624071730906,0.00013202893974983976,0.050150431948714366,10
stop_go,family_a_W5,2.0,0.01,0.3392457335712399,0.0005163599918802109,0.05003285693855554,10
stop_go,family_a_W5,2.0,0.05,0.33915116555275393,0.0032454737424745805,0.04961667544350838,10
stop_go,family_a_W5,2.0,0.2,0.35189288978787003,0.011239823083086242,0.05499069502021116,10
stop_go,family_a_W5,5.0,0.0,0.04822418417945108,0.00019671842185352284,2.338675944054445e-05,10
stop_go,family_a_W5,5.0,0.01,0.04927276059978139,0.003390722713858478,0.0018986976667127056,10
stop_go,family_a_W5,5.0,0.05,0.07662842025368721,0.01690244337983289,0.011695119767045688,10
stop_go,family_a_W5,5.0,0.2,0.26417500203817523,0.045524193304514515,0.05790263330162048,10
stop_go,family_a_W5,10.0,0.0,0.005435314116806212,2.6457993660192886e-05,6.533602328698846e-15,10
stop_go,family_a_W5,10.0,0.01,0.02434207435272534,0.0020993775507355816,0.002693574145743301,10
stop_go,family_a_W5,10.0,0.05,0.12348717685734485,0.008643444348627155,0.023726013892503648,10
stop_go,family_a_W5,10.0,0.2,0.5008352838476555,0.042522668711720724,0.14213451746050115,10
stop_go,family_a_W5,50.0,0.0,3.0883301599055886e-05,4.1622198156204934e-05,-3.531991694243741e-15,10
stop_go,family_a_W5,50.0,0.01,0.12765200885601335,0.0037931322813770096,0.023773939277877403,10
stop_go,family_a_W5,50.0,0.05,0.6531204497411218,0.025113225907849146,0.18734587282895077,10
stop_go,family_a_W5,50.0,0.2,2.6291857186401995,0.0772457899033081,1.2728618001770289,10
stop_go,family_a_W7,2.0,0.0,0.4873823768706293,0.00040667978571445884,0.018374176524872297,10
stop_go,family_a_W7,2.0,0.01,0.4876918627216288,0.0006303629648763409,0.018553150802143203,10
stop_go,family_a_W7,2.0,0.05,0.48895013805923937,0.0031108823521098783,0.019786917330631086,10
stop_go,family_a_W7,2.0,0.2,0.4958825807017972,0.010865136115614404,0.02580200332639635,10
stop_go,family_a_W7,5.0,0.0,0.10733835195499149,0.00020139922590438342,0.007764688158770343,10
stop_go,family_a_W7,5.0,0.01,0.10778514790836144,0.002141345024930172,0.008124773669840232,10
stop_go,family_a_W7,5.0,0.05,0.1143090941249659,0.009136163793894092,0.011902006217064366,10
stop_go,family_a_W7,5.0,0.2,0.18446049450731075,0.033490683134026616,0.03506598048348973,10
stop_go,family_a_W7,10.0,0.0,0.016217452851301384,9.633352254530964e-05,-8.18468012716538e-14,10
stop_go,family_a_W7,10.0,0.01,0.022204986103935374,0.002678562969595087,0.001349767293964091,10
stop_go,family_a_W7,10.0,0.05,0.0811201502607552,0.012107998921029525,0.013704754806453988,10
stop_go,family_a_W7,10.0,0.2,0.31954091641456434,0.0480512760195681,0.07903532487984351,10
stop_go,family_a_W7,50.0,0.0,6.730150277379697e-05,6.336825151226718e-05,-4.005904505070144e-14,10
stop_go,family_a_W7,50.0,0.01,0.07862719835029429,0.0032068002965957715,0.012260936415875726,10
stop_go,family_a_W7,50.0,0.05,0.40332005685259564,0.01488127489845803,0.10114503903020067,10
stop_go,family_a_W7,50.0,0.2,1.6454063748391015,0.031654531751188264,0.6388536998921355,10
stop_go,family_a_midspan_W5,2.0,0.0,0.9569615450713831,6.566438337263225e-05,0.10135675990617866,10
stop_go,family_a_midspan_W5,2.0,0.01,0.956863293037984,0.0009544386249369374,0.10122297167084503,10
stop_go,family_a_midspan_W5,2.0,0.05,0.9576761029567572,0.0037455785250569695,0.1010963955122606,10
stop_go,family_a_midspan_W5,2.0,0.2,0.964874897792904,0.012978969122565243,0.10487368633912805,10
stop_go,family_a_midspan_W5,5.0,0.0,0.3195928637035504,2.4405987389619632e-05,0.010348786263537994,10
stop_go,family_a_midspan_W5,5.0,0.01,0.3204047417254695,0.0016855420208789496,0.011157078184042242,10
stop_go,family_a_midspan_W5,5.0,0.05,0.32909159585212816,0.007725782387822344,0.021315662821514647,10
stop_go,family_a_midspan_W5,5.0,0.2,0.40462815641525074,0.028038521763744162,0.08553624792859238,10
stop_go,family_a_midspan_W5,10.0,0.0,0.10340795426028168,0.0006284865704111464,2.8893349377673273e-13,10
stop_go,family_a_midspan_W5,10.0,0.01,0.10650828711246188,0.0020181232671517835,0.003991305604210108,10
stop_go,family_a_midspan_W5,10.0,0.05,0.15201567885955303,0.008036345963850805,0.03527067765201228,10
stop_go,family_a_midspan_W5,10.0,0.2,0.458266409263152,0.03202913552846748,0.21655491706887475,10
stop_go,family_a_midspan_W5,50.0,0.0,0.007431830508480014,0.005919381905417705,-2.186128570709716e-14,10
stop_go,family_a_midspan_W5,50.0,0.01,0.10032439539611723,0.00286326321012062,0.03611061429086174,10
stop_go,family_a_midspan_W5,50.0,0.05,0.5628253173965687,0.01201377619374877,0.2941506356837271,10
stop_go,family_a_midspan_W5,50.0,0.2,2.7201869383730943,0.04648108274127827,2.1385364336976496,10
stop_go,forward,2.0,0.0,0.3949456622302936,0.00014537908642053843,6.99456871439348e-12,10
stop_go,forward,2.0,0.01,0.39684960740854874,0.001920404110877405,0.002579713898854006,10
stop_go,forward,2.0,0.05,0.4242036856310683,0.009399735031122625,0.02387010910315654,10
stop_go,forward,2.0,0.2,0.7278839139193609,0.058329560594116314,0.15306340123612844,10
stop_go,forward,5.0,0.0,0.1554310206376551,2.1346310292796877e-05,2.0751445979252833e-14,10
stop_go,forward,5.0,0.01,0.172400528214019,0.0021784981958009875,0.012273806776771508,10
stop_go,forward,5.0,0.05,0.4201701100737031,0.027302976266651624,0.09886978867119292,10
stop_go,forward,5.0,0.2,1.5995917759938882,0.13583489487902,0.6152922173858468,10
stop_go,forward,10.0,0.0,0.07838593365369906,0.00019357771768258036,1.479915001533548e-14,10
stop_go,forward,10.0,0.01,0.16838595916283242,0.004750784782455192,0.02919382290672051,10
stop_go,forward,10.0,0.05,0.7635403837707944,0.02385280050397065,0.22549915722924962,10
stop_go,forward,10.0,0.2,3.056914693552404,0.0952731500682864,1.5728269741989647,10
stop_go,forward,50.0,0.0,0.016135475633488952,0.000984589955625264,-2.3175309849492146e-14,10
stop_go,forward,50.0,0.01,1.2282294994745975,2.40628021652975,0.30325625683661905,10
stop_go,forward,50.0,0.05,6.69986821372318,13.249378644552511,2.843235027819451,10
stop_go,forward,50.0,0.2,29.19807523677089,52.569425951362945,17.19497172954292,10
stop_go,savgol_w7p3,2.0,0.0,0.13236913388459567,6.650875228975117e-05,0.01145589997558006,10
stop_go,savgol_w7p3,2.0,0.01,0.13170219825997354,0.0029573789020895247,0.011379734077545096,10
stop_go,savgol_w7p3,2.0,0.05,0.1373906939793899,0.01516016898718267,0.015111257115153126,10
stop_go,savgol_w7p3,2.0,0.2,0.23997001466494952,0.03621464399044208,0.049501726374988814,10
stop_go,savgol_w7p3,5.0,0.0,0.029825266080263018,0.04403612280481672,-2.2405941660019502e-14,10
stop_go,savgol_w7p3,5.0,0.01,0.04237883746413712,0.032586876594091374,0.003345261594586859,10
stop_go,savgol_w7p3,5.0,0.05,0.13095901796410503,0.014784978838128626,0.0258899244736924,10
stop_go,savgol_w7p3,5.0,0.2,0.5275791590608822,0.07255656018195789,0.1452144268865469,10
stop_go,savgol_w7p3,10.0,0.0,0.04636784778459745,0.09868997138041538,-5.890784541691545e-14,10
stop_go,savgol_w7p3,10.0,0.01,0.08077039369653753,0.06444868322376048,0.007264175748630818,10
stop_go,savgol_w7p3,10.0,0.05,0.27385902485839236,0.030116883810049955,0.059148534263986835,10
stop_go,savgol_w7p3,10.0,0.2,1.079987292106937,0.0801201895477599,0.36922210549451345,10
stop_go,savgol_w7p3,50.0,0.0,0.2549913417456932,0.5150030908337014,1.0318136069729041e-13,10
stop_go,savgol_w7p3,50.0,0.01,0.4227096902564603,0.3086800124394137,0.062042309185645766,10
stop_go,savgol_w7p3,50.0,0.05,1.405312704355949,0.08990300978100851,0.5038020683494397,10
stop_go,savgol_w7p3,50.0,0.2,5.582653117506293,0.0922488912322601,3.810680577890529,10
stop_go,smoothing_spline,2.0,0.0,0.999205667396266,0.0009585907719583675,0.05258403399641851,10
stop_go,smoothing_spline,2.0,0.01,0.9987678646709848,0.0010735974280901006,0.05272515371222735,10
stop_go,smoothing_spline,2.0,0.05,0.9980753390847373,0.004064827858263675,0.0529424348205826,10
stop_go,smoothing_spline,2.0,0.2,0.9881400431677899,0.01836982911823737,0.052979964906700816,10
stop_go,smoothing_spline,5.0,0.0,0.9661208118817666,0.00025378167075285063,0.04300561628607145,10
stop_go,smoothing_spline,5.0,0.01,0.9662221621987613,0.0004947219144744164,0.04299015485703913,10
stop_go,smoothing_spline,5.0,0.05,0.9658194600238799,0.00230384021857033,0.04302914086806407,10
stop_go,smoothing_spline,5.0,0.2,0.9568172174034186,0.00788381171754593,0.041476199237033246,10
stop_go,smoothing_spline,10.0,0.0,0.9699181638372613,0.00010124725983706728,0.04826572062210172,10
stop_go,smoothing_spline,10.0,0.01,0.9701634188369982,0.0005346536578055838,0.04823318141675094,10
stop_go,smoothing_spline,10.0,0.05,0.9704915706868995,0.002811973524882605,0.04798953211819304,10
stop_go,smoothing_spline,10.0,0.2,0.9626112935980979,0.009738014003715545,0.04555261181212044,10
stop_go,smoothing_spline,50.0,0.0,0.9709683843109873,0.00033100757741788556,0.04956322297357211,10
stop_go,smoothing_spline,50.0,0.01,0.9709613520097018,0.0005063441167730831,0.04952293516956903,10
stop_go,smoothing_spline,50.0,0.05,0.9703291850416798,0.0013035177401351516,0.049207473608866584,10
stop_go,smoothing_spline,50.0,0.2,0.9583083124927521,0.00411932131942494,0.0462716711385294,10
straight_var,central,2.0,0.0,0.0010346812368839248,0.0024391121320088403,-7.879002110243047e-17,10
straight_var,central,2.0,0.01,0.014598887590787667,0.002368162410105283,-0.00022487444204085768,10
straight_var,central,2.0,0.05,0.07178155900277547,0.01365473964763099,-0.0005185027381863324,10
straight_var,central,2.0,0.2,0.2874096907099699,0.05542030592780872,0.0020958285870622036,10
straight_var,central,5.0,0.0,0.0011988908224222622,0.0027532404694347126,-1.683634916464523e-16,10
straight_var,central,5.0,0.01,0.033803901909549454,0.0042201877419277,0.00023109766500773268,10
straight_var,central,5.0,0.05,0.16918849214674622,0.020120841335335815,0.004564868877940803,10
straight_var,central,5.0,0.2,0.6698942830407506,0.06749770854637516,0.06868966345520958,10
straight_var,central,10.0,0.0,0.0013184371235001678,0.0028969693228982356,-2.766356818264893e-16,10
straight_var,central,10.0,0.01,0.07013386781895681,0.006053030914343546,0.0006206525849218516,10
straight_var,central,10.0,0.05,0.3496457241994587,0.02770774089899586,0.015593431407336215,10
straight_var,central,10.0,0.2,1.3697587241787565,0.054377758360983464,0.26491848206535545,10
straight_var,central,50.0,0.0,0.0014260810263959664,0.002903780958063868,2.790372665575134e-07,10
straight_var,central,50.0,0.01,0.35620509461679994,0.011373061674639473,0.01693408385271263,10
straight_var,central,50.0,0.05,1.7509978427378208,0.05895322073957843,0.46114433493605345,10
straight_var,central,50.0,0.2,7.540000918167554,0.4692736128867123,5.112674483252373,10
straight_var,cubic_global,2.0,0.0,2.4965936779561287e-05,1.0390323884970032e-07,7.162729191130042e-17,10
straight_var,cubic_global,2.0,0.01,0.02455792825146789,0.0044170668544049885,9.532397713548743e-05,10
straight_var,cubic_global,2.0,0.05,0.12290816331620166,0.022565624307754634,0.0015014637929795264,10
straight_var,cubic_global,2.0,0.2,0.4930268473279372,0.09294127182905854,0.017976708497258957,10
straight_var,cubic_global,5.0,0.0,5.828650411108005e-06,8.473301542493549e-08,-3.53807337517907e-16,10
straight_var,cubic_global,5.0,0.01,0.05667806927883809,0.007790527304747129,0.0007405154086370274,10
straight_var,cubic_global,5.0,0.05,0.2822154872085019,0.03579322161487708,0.012234908255673383,10
straight_var,cubic_global,5.0,0.2,1.1407248873133489,0.10277523938555277,0.2000873283380355,10
straight_var,cubic_global,10.0,0.0,2.854185584415862e-09,5.594099799627617e-11,-2.876765737840875e-16,10
straight_var,cubic_global,10.0,0.01,0.11987518128509927,0.007082228974306229,0.001486467453522425,10
straight_var,cubic_global,10.0,0.05,0.596556401974693,0.04355086345023562,0.04539255179632669,10
straight_var,cubic_global,10.0,0.2,2.310659657493381,0.12103726629856348,0.7617052932620686,10
straight_var,cubic_global,50.0,0.0,3.0248718562745893e-13,2.9975130827935037e-13,5.44637710193473e-16,10
straight_var,cubic_global,50.0,0.01,1.0222206283385775,1.8002301083158045,0.14461918937240467,10
straight_var,cubic_global,50.0,0.05,6.082794902372289,10.69597780293027,2.178847892363976,10
straight_var,cubic_global,50.0,0.2,27.062682495598736,44.53108328847483,15.498466518161049,10
straight_var,family_a_W3,2.0,0.0,1.3934612221129153e-14,1.4034997955842981e-14,-4.154382930855425e-15,10
straight_var,family_a_W3,2.0,0.01,0.010010869470014692,0.002874171868378756,-0.00022793547869462148,10
straight_var,family_a_W3,2.0,0.05,0.050000222679346,0.014371228341962979,-0.0008642163215025218,10
straight_var,family_a_W3,2.0,0.2,0.1990726298338681,0.05747770254360801,0.0007360670424660251,10
straight_var,family_a_W3,5.0,0.0,2.54978803760916e-13,1.0367050223960821e-13,1.9365461615247372e-14,10
straight_var,family_a_W3,5.0,0.01,0.02548539332269465,0.003088028593131613,0.00022088105893962423,10
straight_var,family_a_W3,5.0,0.05,0.12761791585988586,0.01536548695134396,0.0029655730532704497,10
straight_var,family_a_W3,5.0,0.2,0.511391232880221,0.05681720206246765,0.03619487053828792,10
straight_var,family_a_W3,10.0,0.0,4.23774316516822e-13,1.3398263327777254e-13,3.4442062461727713e-14,10
straight_var,family_a_W3,10.0,0.01,0.04963530578608753,0.003583726389099942,0.0004355456724737562,10
straight_var,family_a_W3,10.0,0.05,0.2486888012585764,0.01674950103677869,0.008568990070139237,10
straight_var,family_a_W3,10.0,0.2,0.9787344177064281,0.05501898769943303,0.13354721403578496,10
straight_var,family_a_W3,50.0,0.0,1.3839795282189686e-12,1.1078684356077142e-12,3.934188035158525e-14,10
straight_var,family_a_W3,50.0,0.01,0.2564435645404937,0.017325555330349518,0.008996134501144743,10
straight_var,family_a_W3,50.0,0.05,1.2560629747522039,0.0846477268152872,0.2399839724888167,10
straight_var,family_a_W3,50.0,0.2,5.2251638720824065,0.23670696137761738,2.986537299907918,10
straight_var,family_a_W5,2.0,0.0,1.0973525114250768e-14,4.294898220636511e-15,-5.697951071543948e-15,10
straight_var,family_a_W5,2.0,0.01,0.0046465171241163155,0.0011605377158808022,-8.814897210869756e-05,10
straight_var,family_a_W5,2.0,0.05,0.023236439850031914,0.005821741161546049,-0.0003867410724178375,10
straight_var,family_a_W5,2.0,0.2,0.09298791410913149,0.02358355107585272,-0.0007403051879143868,10
straight_var,family_a_W5,5.0,0.0,1.4231989292493276e-13,1.2049867593850667e-13,2.1377283337892302e-14,10
straight_var,family_a_W5,5.0,0.01,0.011744128448611278,0.000933129846601188,-1.105566110512825e-05,10
straight_var,family_a_W5,5.0,0.05,0.05865073587618393,0.004726893818517194,0.00012878264259954506,10
straight_var,family_a_W5,5.0,0.2,0.23360942532571763,0.019871834527660753,0.006396696036644095,10
straight_var,family_a_W5,10.0,0.0,2.3657358958396106e-13,1.488028274282588e-14,1.5589126061242184e-14,10
straight_var,family_a_W5,10.0,0.01,0.023981364247907228,0.0009629673678966735,1.9346243878306023e-05,10
straight_var,family_a_W5,10.0,0.05,0.11989833746593506,0.004641299116826064,0.0017301127929940298,10
straight_var,family_a_W5,10.0,0.2,0.4773840099298188,0.012035057700775509,0.02934648763828143,10
straight_var,family_a_W5,50.0,0.0,6.145389542663239e-13,1.0108445154435686e-13,1.2455815143644169e-14,10
straight_var,family_a_W5,50.0,0.01,0.12226384924505226,0.004359509040306089,0.0019031770206068784,10
straight_var,family_a_W5,50.0,0.05,0.6078408140635716,0.02323026958797314,0.051638750655327234,10
straight_var,family_a_W5,50.0,0.2,2.401177254807621,0.07673429791890252,0.8357080971072559,10
straight_var,family_a_W7,2.0,0.0,1.801030274355957e-14,1.7646935301298445e-14,1.1360088497132247e-14,10
straight_var,family_a_W7,2.0,0.01,0.0029592850508404697,0.0003145020984652246,-6.682262217772374e-06,10
straight_var,family_a_W7,2.0,0.05,0.014797568242573757,0.0015826565989953464,-1.926078025463632e-05,10
straight_var,family_a_W7,2.0,0.2,0.05920593022516016,0.006483809657921592,0.00013894550878001597,10
straight_var,family_a_W7,5.0,0.0,5.1880876773801307e-14,1.5120980993724602e-14,-4.8776611565399735e-15,10
straight_var,family_a_W7,5.0,0.01,0.007394631801626023,0.0011794940334747322,-0.00015335003173478105,10
straight_var,family_a_W7,5.0,0.05,0.03697009917149586,0.005883121626322908,-0.0006424078956487936,10
straight_var,family_a_W7,5.0,0.2,0.1477163432224032,0.02339443030732352,-0.0007155968513116015,10
straight_var,family_a_W7,10.0,0.0,1.6093576126561895e-13,6.2618781151955715e-15,-9.765055553609112e-15,10
straight_var,family_a_W7,10.0,0.01,0.014034432655606735,0.0013615971263838574,-0.00010702314135090564,10
straight_var,family_a_W7,10.0,0.05,0.07016560458415028,0.006776822300976884,-7.805758526272042e-05,10
straight_var,family_a_W7,10.0,0.2,0.2804853567292537,0.02696076350254817,0.00731998688486753,10
straight_var,family_a_W7,50.0,0.0,7.958647218591983e-13,5.374366449676096e-13,-1.5365991867737912e-14,10
straight_var,family_a_W7,50.0,0.01,0.07650657572747754,0.004011972717789886,0.0006975927416361366,10
straight_var,family_a_W7,50.0,0.05,0.38228545529081515,0.018874500270804284,0.018873519968635732,10
straight_var,family_a_W7,50.0,0.2,1.492883044391216,0.06397532278635021,0.32602563425945263,10
straight_var,family_a_midspan_W5,2.0,0.0,0.0011977322076618313,0.002781315150392464,6.159947104371837e-16,10
straight_var,family_a_midspan_W5,2.0,0.01,0.0032242842148431923,0.0012583572719878852,-0.0001622921360302008,10
straight_var,family_a_midspan_W5,2.0,0.05,0.013323478008704589,0.003778458205301793,-0.00018937808157567265,10
straight_var,family_a_midspan_W5,2.0,0.2,0.05258195656488489,0.015177839020034285,0.0018396427894159125,10
straight_var,family_a_midspan_W5,5.0,0.0,0.0012230606259015684,0.002790443238510231,-2.1903114242962016e-14,10
straight_var,family_a_midspan_W5,5.0,0.01,0.006819203565460916,0.0007982040120738049,-0.00010805356832695073,10
straight_var,family_a_midspan_W5,5.0,0.05,0.0330960169830751,0.0035059759989252044,0.00015554004210493227,10
straight_var,family_a_midspan_W5,5.0,0.2,0.13296704365897252,0.010901586982106193,0.014365335567978756,10
straight_var,family_a_midspan_W5,10.0,0.0,0.0012914574698741695,0.002810797624758155,-9.543010948684081e-15,10
straight_var,family_a_midspan_W5,10.0,0.01,0.013113973132623327,0.0010908104643289653,0.00020696252607507016,10
straight_var,family_a_midspan_W5,10.0,0.05,0.06530968714764629,0.005496135435226243,0.004579809708026499,10
straight_var,family_a_midspan_W5,10.0,0.2,0.2755288180981096,0.03704176588914404,0.07175013772821595,10
straight_var,family_a_midspan_W5,50.0,0.0,0.0014198724355256045,0.0029186171642319246,4.3655151331634125e-07,10
straight_var,family_a_midspan_W5,50.0,0.01,0.06575057771059006,0.002348212460546867,0.0045637960552334985,10
straight_var,family_a_midspan_W5,50.0,0.05,0.3524195018270839,0.012965437082731068,0.1186899269569819,10
straight_var,family_a_midspan_W5,50.0,0.2,2.1135037873449916,0.07105427416119214,1.5775978273757314,10
straight_var,forward,2.0,0.0,0.11874999999999956,3.1297817618500257e-05,0.11874999999999955,10
straight_var,forward,2.0,0.01,0.1216176006489562,0.0023932112178238624,0.11818369200727603,10
straight_var,forward,2.0,0.05,0.1900452475719256,0.03302767198732945,0.11771250845176245,10
